sample,strategy,longest,overlap,repeat,estimate,memory,cpu_time
ATCC_25922,long,100,1000,0,4340915.2290909095,159884,8.2
ATCC_35897,long,100,500,0,2733880.7020833334,108392,5.97
ATCC_19119,long,100,500,0,2625630.9365079366,135656,7.32
BPH2947,long,100,500,0,813306.1400140646,145016,10.71
ATCC_10708,long,100,500,0,1399975.9500000002,115560,4.46
KPC2,long,100,500,0,3157067.510869565,199296,9.24
RDH275,long,100,500,0,1459893.6153846153,90108,5.96
AJ292,long,100,500,0,4668019.94117647,224340,10.78
ATCC_17802,long,100,500,0,3257146.047058824,151616,5.26
ATCC_35221,long,100,500,0,1360226.5214120368,106272,7.06
AMtb_1,long,100,500,0,3352007.8000000003,58176,2.49
MMC234,long,100,500,0,661056.4876436782,100240,7.0
ATCC_33560,long,100,500,0,1641072.3686594204,96928,6.5
ATCC_BAA-679,long,100,500,0,2913123.2142857146,114024,5.79
ATCC_25922,long,100,500,0,4358789.526515152,149436,5.8
ATCC_35897,long,100,100,0,2189191.0,99828,2.55
ATCC_19119,long,100,100,0,2643912.5,137064,3.38
BPH2947,long,100,100,0,822156.9254901961,141820,3.64
ATCC_10708,long,100,100,0,1355076.3333333335,117708,3.03
KPC2,long,100,100,0,2880659.8333333335,174844,3.69
RDH275,long,100,100,0,1347473.1,85220,2.37
AJ292,long,100,100,0,5105210.0,186300,4.43
ATCC_17802,long,100,100,0,2558421.25,147624,3.39
ATCC_35221,long,100,100,0,1382527.8571428573,101808,2.76
AMtb_1,long,100,100,0,3657680.0000000005,57024,2.03
MMC234,long,100,100,0,495390.0735294118,92804,2.97
ATCC_33560,long,100,100,0,1523130.0,87496,2.53
ATCC_BAA-679,long,100,100,0,2924085.666666667,100452,2.69
ATCC_25922,long,100,100,0,4927930.416666668,142096,3.16
ATCC_35897,long,100,25000,0,2768471.358161395,296232,59.66
ATCC_19119,long,100,25000,0,2835906.6330935247,304060,66.03
BPH2947,long,100,25000,0,1707196.0909877233,362884,92.56
ATCC_10708,long,100,25000,0,2814312.7667796463,305104,37.36
KPC2,long,100,25000,0,4624308.81216303,515856,85.91
RDH275,long,100,25000,0,1762747.0035874706,205868,52.53
AJ292,long,100,25000,0,5256860.030534526,618584,123.39
ATCC_17802,long,100,25000,0,4703503.069427703,349304,43.45
ATCC_35221,long,100,25000,0,1527196.5271841045,221676,59.04
AMtb_1,long,100,25000,0,3494151.5902083335,243980,22.55
MMC234,long,100,25000,0,1118647.6937011033,267032,71.52
ATCC_33560,long,100,25000,0,1722954.243975055,230464,59.49
ATCC_BAA-679,long,100,25000,0,2923631.9073072528,289516,56.54
ATCC_25922,long,100,25000,0,4818057.9343223125,366068,45.04
ATCC_35897,long,100,5000,0,2670206.109024834,173036,26.18
ATCC_19119,long,100,5000,0,2741813.532176622,187988,31.15
BPH2947,long,100,5000,0,1146874.1184245308,245264,51.44
ATCC_10708,long,100,5000,0,2053440.0846625767,172020,16.3
KPC2,long,100,5000,0,3866340.3374991594,343560,47.44
RDH275,long,100,5000,0,1688955.625079759,133160,24.85
AJ292,long,100,5000,0,4763732.925244346,391752,60.36
ATCC_17802,long,100,5000,0,4536976.794352409,211100,19.39
ATCC_35221,long,100,5000,0,1458372.048411122,154116,32.76
AMtb_1,long,100,5000,0,3352291.982174688,99996,8.32
MMC234,long,100,5000,0,760084.6229240221,174220,33.52
ATCC_33560,long,100,5000,0,1608575.7690946348,149720,34.76
ATCC_BAA-679,long,100,5000,0,2943717.420664088,174916,24.89
ATCC_25922,long,100,5000,0,4610243.129411764,219136,21.04
ATCC_35897,long,100,10000,0,2715708.475594712,221412,41.16
ATCC_19119,long,100,10000,0,2732352.549204301,230684,46.54
BPH2947,long,100,10000,0,1309134.48191582,296028,70.88
ATCC_10708,long,100,10000,0,2330955.3134767422,217048,23.2
KPC2,long,100,10000,0,4193779.655527708,416312,64.54
RDH275,long,100,10000,0,1718240.5583680763,160368,32.97
AJ292,long,100,10000,0,4970003.483037631,488548,82.97
ATCC_17802,long,100,10000,0,4539118.5259932745,266420,29.68
ATCC_35221,long,100,10000,0,1493652.2619737817,185008,46.05
AMtb_1,long,100,10000,0,3414104.117239468,144548,13.47
MMC234,long,100,10000,0,865271.5228148361,206652,46.64
ATCC_33560,long,100,10000,0,1671152.977727687,179716,51.09
ATCC_BAA-679,long,100,10000,0,2907981.537898237,216040,37.49
ATCC_25922,long,100,10000,0,4764642.1601656955,273032,32.82
ATCC_35897,rand,5000,1000,2,3035352.2291666665,393756,9.5
ATCC_35897,rand,5000,1000,1,2976049.583333333,387032,9.94
ATCC_35897,rand,5000,1000,0,3082830.5,383044,9.02
ATCC_19119,rand,5000,1000,1,3053502.1428571427,322128,7.35
ATCC_19119,rand,5000,1000,0,3040845.0,327592,7.86
ATCC_19119,rand,5000,1000,2,3146684.5,315220,7.57
BPH2947,rand,5000,1000,1,2724418.0,488332,13.5
BPH2947,rand,5000,1000,2,2620482.75,509504,14.03
BPH2947,rand,5000,1000,0,2690841.541666667,494628,13.16
ATCC_10708,rand,5000,1000,1,4670880.0,237228,5.25
ATCC_10708,rand,5000,1000,2,4614077.999999999,241988,5.52
ATCC_10708,rand,5000,1000,0,4529570.0,237144,5.28
KPC2,rand,5000,1000,1,6338172.375,803560,16.99
KPC2,rand,5000,1000,2,6130594.333333332,829012,18.26
KPC2,rand,5000,1000,0,6214010.5,797020,17.4
RDH275,rand,5000,1000,2,1874403.3333333333,270452,7.3
RDH275,rand,5000,1000,0,1835043.4249999998,265748,7.51
RDH275,rand,5000,1000,1,1841933.475,264160,7.32
AJ292,rand,5000,1000,0,6132252.25,819584,19.34
AJ292,rand,5000,1000,2,5927224.222222222,783400,17.77
AJ292,rand,5000,1000,1,6173579.5,777680,18.19
ATCC_17802,rand,5000,1000,0,5223805.0,250664,5.69
ATCC_17802,rand,5000,1000,1,5168496.0,244124,5.6
ATCC_17802,rand,5000,1000,2,5171584.0,266396,5.95
ATCC_35221,rand,5000,1000,1,1512016.4,389736,12.58
ATCC_35221,rand,5000,1000,0,1590412.65,403160,12.9
ATCC_35221,rand,5000,1000,2,1572528.0,378636,12.73
AMtb_1,rand,5000,1000,1,4674242.083333334,281484,6.33
AMtb_1,rand,5000,1000,2,4555842.500000001,286712,6.6
AMtb_1,rand,5000,1000,0,4713509.0,283688,6.48
MMC234,rand,5000,1000,0,2098440.3125,382480,10.57
MMC234,rand,5000,1000,1,2130205.5,369032,10.32
MMC234,rand,5000,1000,2,2153911.916666667,387536,11.22
ATCC_33560,rand,5000,1000,0,1770456.95,381964,11.27
ATCC_33560,rand,5000,1000,1,1721270.325,371788,12.26
ATCC_33560,rand,5000,1000,2,1784785.0,370308,11.06
ATCC_BAA-679,rand,5000,1000,1,3006028.75,295932,7.12
ATCC_BAA-679,rand,5000,1000,0,3066414.5,292648,7.16
ATCC_BAA-679,rand,5000,1000,2,3135267.5,294784,7.8
ATCC_25922,rand,5000,1000,2,4719709.9375,265248,9.07
ATCC_25922,rand,5000,1000,1,4654862.666666666,277088,8.5
ATCC_25922,rand,5000,1000,0,4812080.0,261988,8.78
ATCC_35897,rand,5000,500,2,3165986.6666666665,374772,6.21
ATCC_35897,rand,5000,500,1,3271858.0,377876,6.3
ATCC_35897,rand,5000,500,0,3096482.75,386656,6.01
ATCC_19119,rand,5000,500,0,3143623.0,325232,5.31
ATCC_19119,rand,5000,500,1,3354705.5,317080,5.4
ATCC_19119,rand,5000,500,2,3218962.0,302520,5.46
BPH2947,rand,5000,500,2,2506742.8125,497296,9.23
BPH2947,rand,5000,500,0,2809813.0,466840,8.67
BPH2947,rand,5000,500,1,2638281.375,466004,9.33
ATCC_10708,rand,5000,500,1,inf,237512,4.46
ATCC_10708,rand,5000,500,0,inf,238452,4.55
ATCC_10708,rand,5000,500,2,inf,238032,4.57
KPC2,rand,5000,500,2,6549437.0,765764,12.43
KPC2,rand,5000,500,1,6803822.5,783872,12.11
KPC2,rand,5000,500,0,6555457.699999999,788860,11.8
RDH275,rand,5000,500,0,2191230.0,263344,4.69
RDH275,rand,5000,500,2,2096988.0000000005,271144,4.95
RDH275,rand,5000,500,1,1969410.4166666665,262948,4.98
AJ292,rand,5000,500,1,6224536.5,785268,12.19
AJ292,rand,5000,500,0,6293550.0,768060,11.39
AJ292,rand,5000,500,2,6627062.0,755924,12.91
ATCC_17802,rand,5000,500,0,inf,247168,4.76
ATCC_17802,rand,5000,500,2,inf,250768,5.05
ATCC_17802,rand,5000,500,1,inf,242376,4.75
ATCC_35221,rand,5000,500,0,1654370.0,376828,7.51
ATCC_35221,rand,5000,500,2,1697805.5,382440,7.81
ATCC_35221,rand,5000,500,1,1665805.0,395888,8.29
AMtb_1,rand,5000,500,2,4403175.0,282288,5.03
AMtb_1,rand,5000,500,1,4344788.0,284828,4.98
AMtb_1,rand,5000,500,0,4263307.0,286784,5.05
MMC234,rand,5000,500,2,1973040.0,381396,7.02
MMC234,rand,5000,500,0,2101581.2,385564,6.77
MMC234,rand,5000,500,1,2022574.4999999998,380784,7.25
ATCC_33560,rand,5000,500,1,1723226.25,377416,7.51
ATCC_33560,rand,5000,500,0,1720877.0833333333,374248,7.05
ATCC_33560,rand,5000,500,2,1817359.475,381956,7.76
ATCC_BAA-679,rand,5000,500,0,3199045.25,305064,5.0
ATCC_BAA-679,rand,5000,500,1,3136897.0,314388,5.26
ATCC_BAA-679,rand,5000,500,2,3180829.0,291240,5.05
ATCC_25922,rand,5000,500,2,inf,261628,6.86
ATCC_25922,rand,5000,500,0,9007052.0,267900,6.66
ATCC_25922,rand,5000,500,1,inf,260068,6.56
ATCC_35897,rand,5000,100,2,inf,374216,3.99
ATCC_35897,rand,5000,100,1,inf,375360,3.76
ATCC_35897,rand,5000,100,0,inf,385472,4.13
ATCC_19119,rand,5000,100,0,inf,324016,3.69
ATCC_19119,rand,5000,100,1,inf,322760,3.8
ATCC_19119,rand,5000,100,2,inf,330400,3.83
BPH2947,rand,5000,100,0,inf,470764,4.9
BPH2947,rand,5000,100,2,inf,473748,5.16
BPH2947,rand,5000,100,1,inf,470156,4.62
ATCC_10708,rand,5000,100,1,inf,226752,4.13
ATCC_10708,rand,5000,100,0,inf,227040,4.01
ATCC_10708,rand,5000,100,2,inf,237680,4.23
KPC2,rand,5000,100,2,inf,750656,7.09
KPC2,rand,5000,100,0,inf,742252,6.71
KPC2,rand,5000,100,1,inf,756856,6.91
RDH275,rand,5000,100,1,inf,269216,2.97
RDH275,rand,5000,100,2,inf,262784,3.14
RDH275,rand,5000,100,0,inf,271520,3.01
AJ292,rand,5000,100,0,inf,736796,7.27
AJ292,rand,5000,100,2,inf,742700,7.35
AJ292,rand,5000,100,1,inf,723036,7.27
ATCC_17802,rand,5000,100,0,inf,237728,4.11
ATCC_17802,rand,5000,100,2,inf,241844,4.37
ATCC_17802,rand,5000,100,1,inf,239284,4.36
ATCC_35221,rand,5000,100,0,inf,376624,3.85
ATCC_35221,rand,5000,100,2,inf,387456,3.79
ATCC_35221,rand,5000,100,1,inf,371288,3.65
AMtb_1,rand,5000,100,0,inf,286920,4.07
AMtb_1,rand,5000,100,2,inf,284824,4.18
AMtb_1,rand,5000,100,1,inf,288952,4.52
MMC234,rand,5000,100,1,inf,386772,3.72
MMC234,rand,5000,100,2,inf,371312,4.06
MMC234,rand,5000,100,0,inf,370576,3.68
ATCC_33560,rand,5000,100,2,inf,394240,3.79
ATCC_33560,rand,5000,100,1,inf,377732,4.06
ATCC_33560,rand,5000,100,0,inf,373168,3.54
ATCC_BAA-679,rand,5000,100,1,inf,306780,3.42
ATCC_BAA-679,rand,5000,100,0,inf,313876,3.67
ATCC_BAA-679,rand,5000,100,2,inf,318100,3.84
ATCC_25922,rand,5000,100,1,inf,257164,4.73
ATCC_25922,rand,5000,100,0,inf,255592,4.51
ATCC_25922,rand,5000,100,2,inf,259364,5.12
ATCC_35897,rand,5000,25000,1,2824375.456627155,541196,160.41
ATCC_35897,rand,5000,25000,0,2838525.480769231,487688,153.42
ATCC_35897,rand,5000,25000,2,2837393.5198583743,563804,143.91
ATCC_19119,rand,5000,25000,1,2944626.570793651,387584,107.35
ATCC_19119,rand,5000,25000,2,2967110.56599876,368348,106.83
ATCC_19119,rand,5000,25000,0,2968343.789047619,408980,121.64
BPH2947,rand,5000,25000,2,2884317.6342592593,805516,274.63
BPH2947,rand,5000,25000,0,2875240.2361702127,846852,259.05
BPH2947,rand,5000,25000,1,2862853.8524824455,843608,258.43
ATCC_10708,rand,5000,25000,1,4654343.4130434785,336832,34.58
ATCC_10708,rand,5000,25000,2,4689647.135,329484,39.0
ATCC_10708,rand,5000,25000,0,4648686.603174604,333096,34.57
KPC2,rand,5000,25000,2,5921034.328378378,944176,322.09
KPC2,rand,5000,25000,1,5831972.60988372,965812,320.95
KPC2,rand,5000,25000,0,5860716.613760466,1236680,321.75
RDH275,rand,5000,25000,0,1837422.8856180315,458444,124.9
RDH275,rand,5000,25000,2,1838789.5535438145,398784,126.13
RDH275,rand,5000,25000,1,1827084.36837888,442212,122.88
AJ292,rand,5000,25000,2,5709410.417302411,914608,326.47
AJ292,rand,5000,25000,1,5732391.633004926,1154912,302.81
AJ292,rand,5000,25000,0,5716636.606759766,1153612,307.32
ATCC_17802,rand,5000,25000,1,5134477.016676251,372880,45.05
ATCC_17802,rand,5000,25000,2,5092054.489060489,369268,41.98
ATCC_17802,rand,5000,25000,0,5114571.279503106,278420,39.9
ATCC_35221,rand,5000,25000,1,1544099.98406581,537712,237.86
ATCC_35221,rand,5000,25000,2,1539211.786709045,588104,236.17
ATCC_35221,rand,5000,25000,0,1533372.7902428056,566320,255.34
AMtb_1,rand,5000,25000,2,4414965.641666667,287720,73.62
AMtb_1,rand,5000,25000,1,4417574.320504457,294408,75.34
AMtb_1,rand,5000,25000,0,4359962.93450395,286928,66.75
MMC234,rand,5000,25000,2,2191444.137115839,509420,201.88
MMC234,rand,5000,25000,1,2178075.9923469387,539588,209.11
MMC234,rand,5000,25000,0,2174230.655703704,502540,188.17
ATCC_33560,rand,5000,25000,2,1744679.541135482,506532,215.05
ATCC_33560,rand,5000,25000,0,1746333.608248475,502036,223.16
ATCC_33560,rand,5000,25000,1,1741930.4061767464,488788,213.64
ATCC_BAA-679,rand,5000,25000,2,2950782.142857143,349352,101.88
ATCC_BAA-679,rand,5000,25000,0,2954130.057291667,343980,100.95
ATCC_BAA-679,rand,5000,25000,1,2946911.9654471544,330968,101.24
ATCC_25922,rand,5000,25000,1,5408130.3,434152,121.23
ATCC_25922,rand,5000,25000,2,5384239.04,422212,116.19
ATCC_25922,rand,5000,25000,0,5430274.689285714,426840,118.59
ATCC_35897,rand,5000,5000,2,2841185.0142045454,391144,32.68
ATCC_35897,rand,5000,5000,0,2875083.3472906407,377500,32.19
ATCC_35897,rand,5000,5000,1,2806013.6565934066,389096,32.56
ATCC_19119,rand,5000,5000,1,2939840.5365296807,345132,25.4
ATCC_19119,rand,5000,5000,0,3002332.083333333,315016,23.55
ATCC_19119,rand,5000,5000,2,2998765.5384615385,323456,25.45
BPH2947,rand,5000,5000,1,2791820.2142857146,586276,56.24
BPH2947,rand,5000,5000,0,2815276.3949579834,531928,56.04
BPH2947,rand,5000,5000,2,2733219.089655172,573640,56.27
ATCC_10708,rand,5000,5000,1,4655809.066666667,247284,10.31
ATCC_10708,rand,5000,5000,0,4771901.2976190485,260940,10.09
ATCC_10708,rand,5000,5000,2,4647102.800000001,254832,11.55
KPC2,rand,5000,5000,1,5964913.874747476,904348,76.33
KPC2,rand,5000,5000,0,5999379.197972973,945320,75.8
KPC2,rand,5000,5000,2,6040922.763986014,888964,68.08
RDH275,rand,5000,5000,1,1841014.7250639386,262792,25.66
RDH275,rand,5000,5000,2,1832205.6991452991,280916,26.22
RDH275,rand,5000,5000,0,1820915.1314655172,274532,27.2
AJ292,rand,5000,5000,0,5807221.127272727,888604,76.63
AJ292,rand,5000,5000,2,5723429.277777778,877064,68.05
AJ292,rand,5000,5000,1,5774361.618589744,860652,68.89
ATCC_17802,rand,5000,5000,1,5271809.75,276072,11.7
ATCC_17802,rand,5000,5000,0,5452814.87745098,275404,11.58
ATCC_17802,rand,5000,5000,2,5252244.647058824,278016,11.72
ATCC_35221,rand,5000,5000,0,1539133.4168391996,459420,55.49
ATCC_35221,rand,5000,5000,1,1530847.8293995862,460584,53.83
ATCC_35221,rand,5000,5000,2,1543122.0039682542,446652,52.27
AMtb_1,rand,5000,5000,1,4303599.594444444,290692,16.95
AMtb_1,rand,5000,5000,2,4382141.587121212,290032,16.54
AMtb_1,rand,5000,5000,0,4380947.142857144,279596,16.7
MMC234,rand,5000,5000,2,2152746.1214285716,414516,40.29
MMC234,rand,5000,5000,0,2165004.3492063493,407708,42.77
MMC234,rand,5000,5000,1,2140556.5907738097,389632,38.48
ATCC_33560,rand,5000,5000,0,1756722.7976744184,377204,44.27
ATCC_33560,rand,5000,5000,2,1737894.5290322583,386260,45.03
ATCC_33560,rand,5000,5000,1,1736577.6968750001,409336,44.09
ATCC_BAA-679,rand,5000,5000,0,3000722.819444444,296372,23.66
ATCC_BAA-679,rand,5000,5000,2,3010738.1818181816,299120,22.75
ATCC_BAA-679,rand,5000,5000,1,3016528.115909091,308960,23.28
ATCC_25922,rand,5000,5000,1,5334201.075,295844,27.68
ATCC_25922,rand,5000,5000,0,5251967.399999999,284632,25.7
ATCC_25922,rand,5000,5000,2,5253033.5,279564,26.41
ATCC_35897,rand,5000,10000,2,2807111.765714286,402772,60.35
ATCC_35897,rand,5000,10000,1,2821355.8565217387,400928,62.21
ATCC_35897,rand,5000,10000,0,2834617.8571428573,430536,62.68
ATCC_19119,rand,5000,10000,1,2980906.9375,352184,45.55
ATCC_19119,rand,5000,10000,0,2981422.29527027,374016,45.96
ATCC_19119,rand,5000,10000,2,2953379.576388889,345708,45.96
BPH2947,rand,5000,10000,2,2822848.8358089123,655068,102.89
BPH2947,rand,5000,10000,1,2815497.0,616408,107.94
BPH2947,rand,5000,10000,0,2857433.2791208792,646832,102.92
ATCC_10708,rand,5000,10000,2,4654588.7,279176,16.8
ATCC_10708,rand,5000,10000,1,4614256.921978023,280116,16.7
ATCC_10708,rand,5000,10000,0,4688744.583333334,279792,16.92
KPC2,rand,5000,10000,0,5883008.713068182,890644,135.19
KPC2,rand,5000,10000,1,5968509.094551282,971012,131.58
KPC2,rand,5000,10000,2,5884556.461965812,1030120,150.22
RDH275,rand,5000,10000,2,1839442.8211805555,339172,50.03
RDH275,rand,5000,10000,1,1832951.411201179,327428,52.17
RDH275,rand,5000,10000,0,1844954.863095238,328400,49.61
AJ292,rand,5000,10000,1,5725469.768644067,944816,133.21
AJ292,rand,5000,10000,2,5752905.940836941,965216,132.26
AJ292,rand,5000,10000,0,5693725.256609196,818796,132.99
ATCC_17802,rand,5000,10000,1,5243706.385454545,303208,18.81
ATCC_17802,rand,5000,10000,0,5138101.482142857,312376,19.12
ATCC_17802,rand,5000,10000,2,5142491.322222222,295016,18.91
ATCC_35221,rand,5000,10000,0,1544516.059027778,503292,102.22
ATCC_35221,rand,5000,10000,2,1556445.843379212,468836,108.82
ATCC_35221,rand,5000,10000,1,1543205.6211180124,479432,103.55
AMtb_1,rand,5000,10000,0,4314939.125,283132,29.12
AMtb_1,rand,5000,10000,1,4362332.083916085,277876,29.05
AMtb_1,rand,5000,10000,2,4374421.762499999,300720,32.92
MMC234,rand,5000,10000,1,2127764.3329562596,451472,78.28
MMC234,rand,5000,10000,2,2149864.7615615614,458124,81.09
MMC234,rand,5000,10000,0,2147538.70022931,449212,77.68
ATCC_33560,rand,5000,10000,2,1743722.1307189544,446564,90.0
ATCC_33560,rand,5000,10000,1,1755413.56302521,473356,90.0
ATCC_33560,rand,5000,10000,0,1750042.2019422017,457956,87.94
ATCC_BAA-679,rand,5000,10000,1,2970009.104166667,307256,41.9
ATCC_BAA-679,rand,5000,10000,2,2986322.071111111,298632,47.68
ATCC_BAA-679,rand,5000,10000,0,2985354.4779411764,309636,48.99
ATCC_25922,rand,5000,10000,0,5238197.444444444,311360,51.39
ATCC_25922,rand,5000,10000,2,5345239.153846154,337952,51.52
ATCC_25922,rand,5000,10000,1,5256339.361111111,339908,51.68
ATCC_35897,rand,1000,1000,0,2866993.2499999995,91556,3.61
ATCC_35897,rand,1000,1000,1,3080196.25,88472,3.65
ATCC_35897,rand,1000,1000,2,3049616.916666666,85744,3.49
ATCC_19119,rand,1000,1000,0,3065460.0,79768,3.0
ATCC_19119,rand,1000,1000,2,3085805.5,87200,3.29
ATCC_19119,rand,1000,1000,1,3182361.9999999995,79556,3.22
BPH2947,rand,1000,1000,0,2668376.675,125212,4.49
BPH2947,rand,1000,1000,2,2690285.333333333,127392,5.25
BPH2947,rand,1000,1000,1,2772799.458333333,127568,4.56
ATCC_10708,rand,1000,1000,0,4516366.0,61056,3.36
ATCC_10708,rand,1000,1000,2,4795796.5,63720,3.72
ATCC_10708,rand,1000,1000,1,4555130.0,63544,4.16
KPC2,rand,1000,1000,1,6007976.999999999,190464,6.01
KPC2,rand,1000,1000,0,5432048.949999999,181560,6.13
KPC2,rand,1000,1000,2,5991886.083333333,208208,6.54
RDH275,rand,1000,1000,2,1847710.3333333335,75764,3.06
RDH275,rand,1000,1000,0,1775885.6666666665,72848,2.81
RDH275,rand,1000,1000,1,1773471.0,73404,2.86
AJ292,rand,1000,1000,1,6178209.999999999,170336,6.97
AJ292,rand,1000,1000,0,5953489.333333332,170696,6.21
AJ292,rand,1000,1000,2,6062846.666666666,175788,7.03
ATCC_17802,rand,1000,1000,1,5090199.000000001,65656,3.84
ATCC_17802,rand,1000,1000,2,4883365.0,65124,3.57
ATCC_17802,rand,1000,1000,0,4984353.999999999,64176,3.52
ATCC_35221,rand,1000,1000,2,1545592.25,83916,3.65
ATCC_35221,rand,1000,1000,1,1589559.35,85448,4.14
ATCC_35221,rand,1000,1000,0,1601130.0,88208,3.94
AMtb_1,rand,1000,1000,0,4282456.0,75796,3.44
AMtb_1,rand,1000,1000,2,4790190.000000001,74504,3.75
AMtb_1,rand,1000,1000,1,4598162.0,73192,3.66
MMC234,rand,1000,1000,2,2103695.955882353,85212,3.87
MMC234,rand,1000,1000,0,2210977.1428571427,91144,3.66
MMC234,rand,1000,1000,1,2037923.6,84904,3.55
ATCC_33560,rand,1000,1000,2,1719719.4523809524,85424,3.69
ATCC_33560,rand,1000,1000,0,1717799.535714286,81324,3.7
ATCC_33560,rand,1000,1000,1,1737924.0,82108,3.72
ATCC_BAA-679,rand,1000,1000,1,2963572.25,75224,3.3
ATCC_BAA-679,rand,1000,1000,2,3002172.083333333,81816,3.22
ATCC_BAA-679,rand,1000,1000,0,3073268.125,79300,3.14
ATCC_25922,rand,1000,1000,1,4742750.75,71956,4.61
ATCC_25922,rand,1000,1000,2,4784824.000000001,72100,4.29
ATCC_25922,rand,1000,1000,0,5030257.5,77612,4.73
ATCC_35897,rand,1000,500,2,3163332.0,82800,2.86
ATCC_35897,rand,1000,500,0,3334769.333333333,86048,2.77
ATCC_35897,rand,1000,500,1,3296148.0,79476,2.74
ATCC_19119,rand,1000,500,1,3109992.0,82652,2.74
ATCC_19119,rand,1000,500,0,2976923.0,79828,2.61
ATCC_19119,rand,1000,500,2,3113534.0,77192,3.05
BPH2947,rand,1000,500,1,2521303.5,123524,3.49
BPH2947,rand,1000,500,2,2781424.0,130208,3.74
BPH2947,rand,1000,500,0,2569404.0,118556,3.3
ATCC_10708,rand,1000,500,1,inf,60480,3.75
ATCC_10708,rand,1000,500,2,inf,60480,3.16
ATCC_10708,rand,1000,500,0,inf,59904,3.61
KPC2,rand,1000,500,0,6235828.25,201984,4.46
KPC2,rand,1000,500,2,6648502.4,209768,4.69
KPC2,rand,1000,500,1,6321475.0,175916,4.34
RDH275,rand,1000,500,1,2214484.0,65996,2.29
RDH275,rand,1000,500,2,1888943.0,75164,2.33
RDH275,rand,1000,500,0,2294965.7714285715,69672,2.15
AJ292,rand,1000,500,1,6590019.25,162828,5.21
AJ292,rand,1000,500,0,6745187.0,166536,4.9
AJ292,rand,1000,500,2,6588375.0,169440,4.92
ATCC_17802,rand,1000,500,0,inf,63288,3.36
ATCC_17802,rand,1000,500,1,inf,60164,3.45
ATCC_17802,rand,1000,500,2,inf,61632,3.31
ATCC_35221,rand,1000,500,2,1604661.0,87488,2.68
ATCC_35221,rand,1000,500,0,1566256.625,86212,2.81
ATCC_35221,rand,1000,500,1,1662459.75,80808,2.75
AMtb_1,rand,1000,500,1,4091359.0000000005,74272,3.34
AMtb_1,rand,1000,500,0,4352665.0,73992,3.31
AMtb_1,rand,1000,500,2,4661065.000000001,74332,3.02
MMC234,rand,1000,500,1,2134542.5,90776,2.87
MMC234,rand,1000,500,0,1991160.375,83864,2.82
MMC234,rand,1000,500,2,2068113.3333333333,83248,2.8
ATCC_33560,rand,1000,500,2,1769256.6666666667,81800,2.58
ATCC_33560,rand,1000,500,1,1799480.0,81200,3.1
ATCC_33560,rand,1000,500,0,1683954.5,79376,2.59
ATCC_BAA-679,rand,1000,500,0,3329181.0,76948,2.64
ATCC_BAA-679,rand,1000,500,1,3259047.0,80004,2.67
ATCC_BAA-679,rand,1000,500,2,3228924.0,85504,2.84
ATCC_25922,rand,1000,500,1,inf,67540,4.63
ATCC_25922,rand,1000,500,2,inf,72264,3.85
ATCC_25922,rand,1000,500,0,14827925.5,67348,4.44
ATCC_35897,rand,1000,100,1,inf,84216,2.2
ATCC_35897,rand,1000,100,0,inf,81348,2.26
ATCC_35897,rand,1000,100,2,inf,76744,1.95
ATCC_19119,rand,1000,100,0,inf,75648,2.18
ATCC_19119,rand,1000,100,2,inf,76428,2.29
ATCC_19119,rand,1000,100,1,inf,79828,2.29
BPH2947,rand,1000,100,0,inf,128064,2.57
BPH2947,rand,1000,100,1,inf,120544,2.49
BPH2947,rand,1000,100,2,inf,114660,2.44
ATCC_10708,rand,1000,100,0,inf,60480,3.14
ATCC_10708,rand,1000,100,2,inf,60068,3.56
ATCC_10708,rand,1000,100,1,inf,58176,3.13
KPC2,rand,1000,100,1,inf,173188,3.17
KPC2,rand,1000,100,0,inf,189324,3.27
KPC2,rand,1000,100,2,inf,201688,3.03
RDH275,rand,1000,100,1,inf,63812,1.74
RDH275,rand,1000,100,2,inf,72492,1.42
RDH275,rand,1000,100,0,inf,68388,1.68
AJ292,rand,1000,100,2,inf,155188,3.89
AJ292,rand,1000,100,1,inf,173884,3.64
AJ292,rand,1000,100,0,inf,169692,3.74
ATCC_17802,rand,1000,100,2,inf,59904,3.06
ATCC_17802,rand,1000,100,1,inf,59012,3.11
ATCC_17802,rand,1000,100,0,inf,61696,3.19
ATCC_35221,rand,1000,100,0,2306312.0,81824,1.79
ATCC_35221,rand,1000,100,1,inf,85052,1.76
ATCC_35221,rand,1000,100,2,2450565.0,84944,1.57
AMtb_1,rand,1000,100,1,inf,72260,2.79
AMtb_1,rand,1000,100,2,inf,72968,2.75
AMtb_1,rand,1000,100,0,inf,73132,2.86
MMC234,rand,1000,100,1,inf,85468,2.06
MMC234,rand,1000,100,2,inf,86792,1.85
MMC234,rand,1000,100,0,inf,79192,2.02
ATCC_33560,rand,1000,100,1,inf,77936,1.86
ATCC_33560,rand,1000,100,2,inf,77392,2.0
ATCC_33560,rand,1000,100,0,inf,81888,1.84
ATCC_BAA-679,rand,1000,100,1,inf,74840,2.21
ATCC_BAA-679,rand,1000,100,2,inf,71908,2.16
ATCC_BAA-679,rand,1000,100,0,inf,75612,2.25
ATCC_25922,rand,1000,100,2,inf,70272,3.39
ATCC_25922,rand,1000,100,1,inf,69536,3.6
ATCC_25922,rand,1000,100,0,inf,65836,3.24
ATCC_35897,rand,1000,25000,1,2853402.686781609,214028,40.17
