sample,strategy,longest,overlap,repeat,estimate,memory,cpu_time
ATCC_10708,rand,500,500,0,inf,59904,3.05
ATCC_10708,rand,500,500,2,inf,59328,3.24
KPC2,rand,500,500,1,6005166.999999999,103228,3.4
KPC2,rand,500,500,2,6639886.0,92160,3.93
KPC2,rand,500,500,0,6517601.0,109568,3.87
RDH275,rand,500,500,1,1861457.5,58176,1.76
RDH275,rand,500,500,0,1854016.5,57600,1.95
RDH275,rand,500,500,2,1798822.9999999998,58176,1.7
AJ292,rand,500,500,0,6656934.0,85576,3.71
AJ292,rand,500,500,1,6109204.0,94556,4.24
AJ292,rand,500,500,2,6276810.0,89756,4.47
ATCC_17802,rand,500,500,0,inf,59328,3.14
ATCC_17802,rand,500,500,1,inf,59904,3.06
ATCC_17802,rand,500,500,2,inf,58752,3.12
ATCC_35221,rand,500,500,2,1666759.5,64800,2.02
ATCC_35221,rand,500,500,0,1622866.6666666665,59904,2.03
ATCC_35221,rand,500,500,1,1608100.9642857143,58752,1.93
AMtb_1,rand,500,500,2,4475327.0,57600,2.83
AMtb_1,rand,500,500,1,4211121.0,57600,2.92
AMtb_1,rand,500,500,0,4633130.0,57600,2.8
MMC234,rand,500,500,2,2386403.928571428,58752,2.01
MMC234,rand,500,500,0,2054516.0,58176,2.42
MMC234,rand,500,500,1,1937892.0,58176,2.09
ATCC_33560,rand,500,500,1,1894383.625,58752,1.97
ATCC_33560,rand,500,500,2,1779154.1666666665,61780,2.0
ATCC_33560,rand,500,500,0,1849872.5,61168,2.1
ATCC_BAA-679,rand,500,500,2,3212828.666666667,58176,2.28
ATCC_BAA-679,rand,500,500,1,3228516.6666666665,57600,2.29
ATCC_BAA-679,rand,500,500,0,3232779.0,59328,2.22
ATCC_25922,rand,500,500,0,inf,59328,3.36
ATCC_25922,rand,500,500,1,inf,59904,3.32
ATCC_25922,rand,500,500,2,inf,59904,3.56
ATCC_35897,rand,500,100,2,inf,58176,2.04
ATCC_35897,rand,500,100,0,inf,57600,1.95
ATCC_35897,rand,500,100,1,inf,58176,2.1
ATCC_19119,rand,500,100,1,inf,58176,2.03
ATCC_19119,rand,500,100,2,inf,58176,1.97
ATCC_19119,rand,500,100,0,inf,58752,2.02
BPH2947,rand,500,100,1,inf,66280,2.15
BPH2947,rand,500,100,2,inf,58752,2.39
BPH2947,rand,500,100,0,inf,69444,2.16
ATCC_10708,rand,500,100,0,inf,58752,2.95
ATCC_10708,rand,500,100,1,inf,59904,3.0
ATCC_10708,rand,500,100,2,inf,58176,3.3
KPC2,rand,500,100,0,inf,108588,2.7
KPC2,rand,500,100,1,inf,88332,2.88
KPC2,rand,500,100,2,inf,87200,2.67
RDH275,rand,500,100,0,inf,57024,1.49
RDH275,rand,500,100,2,inf,58176,1.67
RDH275,rand,500,100,1,inf,57600,1.47
AJ292,rand,500,100,1,inf,88244,3.44
AJ292,rand,500,100,2,inf,82252,3.18
AJ292,rand,500,100,0,inf,75764,3.12
ATCC_17802,rand,500,100,0,inf,58752,2.99
ATCC_17802,rand,500,100,1,inf,58752,3.01
ATCC_17802,rand,500,100,2,inf,59904,2.87
ATCC_35221,rand,500,100,0,2310037.0,58752,1.47
ATCC_35221,rand,500,100,1,inf,59328,1.48
ATCC_35221,rand,500,100,2,inf,58176,1.49
AMtb_1,rand,500,100,2,inf,56448,3.01
AMtb_1,rand,500,100,0,inf,57600,2.59
AMtb_1,rand,500,100,1,inf,57600,2.64
MMC234,rand,500,100,0,inf,57600,1.75
MMC234,rand,500,100,1,inf,58176,1.68
MMC234,rand,500,100,2,inf,57600,1.73
ATCC_33560,rand,500,100,0,inf,58176,1.54
ATCC_33560,rand,500,100,1,inf,57024,1.56
ATCC_33560,rand,500,100,2,inf,58176,1.53
ATCC_BAA-679,rand,500,100,2,inf,58176,2.23
ATCC_BAA-679,rand,500,100,1,inf,58176,1.9
ATCC_BAA-679,rand,500,100,0,inf,58176,1.96
ATCC_25922,rand,500,100,1,inf,59328,3.18
ATCC_25922,rand,500,100,2,inf,59904,3.22
ATCC_25922,rand,500,100,0,inf,60480,3.18
ATCC_35897,rand,500,25000,0,2823485.6729240883,185676,24.83
ATCC_35897,rand,500,25000,2,2821481.2359338063,182008,22.78
ATCC_35897,rand,500,25000,1,2815408.9714433393,180184,23.89
ATCC_19119,rand,500,25000,0,2980245.2138123293,163008,17.87
ATCC_19119,rand,500,25000,1,2957002.19258448,169348,20.77
ATCC_19119,rand,500,25000,2,2883320.671470588,164400,17.06
BPH2947,rand,500,25000,2,2841050.242647059,231592,35.01
BPH2947,rand,500,25000,0,2685636.820618557,233220,36.4
BPH2947,rand,500,25000,1,2804234.130770875,234976,40.45
ATCC_10708,rand,500,25000,0,4705577.351449275,105440,8.91
ATCC_10708,rand,500,25000,2,4756381.702380952,120304,8.98
ATCC_10708,rand,500,25000,1,4683070.860389611,118888,9.95
KPC2,rand,500,25000,0,5983071.833281972,380292,58.56
KPC2,rand,500,25000,2,5808702.139527459,385328,52.09
KPC2,rand,500,25000,1,5913673.180913349,385732,55.28
RDH275,rand,500,25000,1,1839708.6088235294,143400,18.14
RDH275,rand,500,25000,0,1825199.0221861475,151160,21.8
RDH275,rand,500,25000,2,1814046.3309452739,143640,21.29
AJ292,rand,500,25000,1,5636030.607697148,381920,56.58
AJ292,rand,500,25000,2,5804885.932788886,363408,51.88
AJ292,rand,500,25000,0,5628634.3074103175,365620,52.72
ATCC_17802,rand,500,25000,0,5147153.817307692,124648,10.57
ATCC_17802,rand,500,25000,2,5073097.144268775,133680,10.32
ATCC_17802,rand,500,25000,1,5125538.492903225,123392,10.27
ATCC_35221,rand,500,25000,2,1525068.179436361,195860,40.28
ATCC_35221,rand,500,25000,0,1544992.6903840243,195624,35.45
ATCC_35221,rand,500,25000,1,1536666.78266929,197832,32.57
AMtb_1,rand,500,25000,0,4365440.695945946,147324,15.55
AMtb_1,rand,500,25000,2,4321980.63,143848,14.06
AMtb_1,rand,500,25000,1,4395377.426997951,146248,14.35
MMC234,rand,500,25000,2,2172577.310363248,193036,31.68
MMC234,rand,500,25000,1,2188208.8890552735,189512,29.43
MMC234,rand,500,25000,0,2170568.703780397,191812,30.64
ATCC_33560,rand,500,25000,0,1710252.60831067,184608,30.66
ATCC_33560,rand,500,25000,2,1735301.6273629607,183732,30.58
ATCC_33560,rand,500,25000,1,1724234.527950848,189264,30.4
ATCC_BAA-679,rand,500,25000,0,2937594.512719704,178076,19.54
ATCC_BAA-679,rand,500,25000,1,2949164.0932510886,161340,18.97
ATCC_BAA-679,rand,500,25000,2,2931272.1454027086,162620,19.64
ATCC_25922,rand,500,25000,2,5412829.158333333,131112,19.04
ATCC_25922,rand,500,25000,0,5359052.435897436,122320,18.76
ATCC_25922,rand,500,25000,1,5449190.0,130304,18.82
ATCC_35897,rand,500,5000,1,2882620.164141414,69992,7.73
ATCC_35897,rand,500,5000,2,2787050.520833334,69768,5.87
ATCC_35897,rand,500,5000,0,2822450.2261904767,73112,6.08
ATCC_19119,rand,500,5000,1,3024666.3422459895,72572,5.37
ATCC_19119,rand,500,5000,2,2982815.730769231,68184,5.79
ATCC_19119,rand,500,5000,0,3013074.3804713804,67140,5.44
BPH2947,rand,500,5000,1,2812507.65625,95064,8.99
BPH2947,rand,500,5000,0,2896212.678571429,88904,8.36
BPH2947,rand,500,5000,2,2694368.285714286,91672,9.62
ATCC_10708,rand,500,5000,2,4820460.5625,59904,4.18
ATCC_10708,rand,500,5000,1,4970867.85,60480,4.22
ATCC_10708,rand,500,5000,0,4779434.945054946,59904,4.37
KPC2,rand,500,5000,1,6107515.560439561,133352,12.85
KPC2,rand,500,5000,0,5782905.791666667,128900,11.23
KPC2,rand,500,5000,2,5794743.686813187,136348,12.72
RDH275,rand,500,5000,0,1866609.7476190478,61808,4.89
RDH275,rand,500,5000,1,1835892.7142857146,61056,4.83
RDH275,rand,500,5000,2,1784315.8823529412,60480,4.88
AJ292,rand,500,5000,1,5810233.501923077,127112,12.44
AJ292,rand,500,5000,2,5569736.987854251,130500,12.72
AJ292,rand,500,5000,0,5723355.837588652,129584,11.44
ATCC_17802,rand,500,5000,2,5176867.8125,60480,4.52
ATCC_17802,rand,500,5000,0,5117520.232142857,60480,4.55
ATCC_17802,rand,500,5000,1,5317605.103896104,60480,5.01
ATCC_35221,rand,500,5000,1,1553399.5916666668,75508,7.98
ATCC_35221,rand,500,5000,2,1535197.9962962961,76404,8.21
ATCC_35221,rand,500,5000,0,1518770.257246377,78356,8.62
AMtb_1,rand,500,5000,0,4558418.125,59328,4.73
AMtb_1,rand,500,5000,2,4375068.368055556,59328,4.72
AMtb_1,rand,500,5000,1,4441825.955555556,59904,5.32
MMC234,rand,500,5000,0,2127126.065384615,74052,6.5
MMC234,rand,500,5000,1,2112466.595833333,72628,7.11
MMC234,rand,500,5000,2,2162815.244444445,76856,7.33
ATCC_33560,rand,500,5000,0,1720569.0006988118,71196,7.42
ATCC_33560,rand,500,5000,2,1699589.7523076923,68420,7.44
ATCC_33560,rand,500,5000,1,1733112.2550000001,71836,7.27
ATCC_BAA-679,rand,500,5000,0,2901054.775641026,64124,5.16
ATCC_BAA-679,rand,500,5000,2,2925637.6013986017,63352,5.06
ATCC_BAA-679,rand,500,5000,1,3046693.443478261,64060,6.07
ATCC_25922,rand,500,5000,2,5081827.75,63936,7.59
ATCC_25922,rand,500,5000,0,5324248.949999999,62784,6.33
ATCC_25922,rand,500,5000,1,5469924.75,63936,7.19
ATCC_35897,rand,500,10000,0,2814803.5416666665,97500,10.25
ATCC_35897,rand,500,10000,2,2851232.9501262624,99144,10.05
ATCC_35897,rand,500,10000,1,2818129.567307692,100156,11.25
ATCC_19119,rand,500,10000,2,2993738.9259259254,89276,8.73
ATCC_19119,rand,500,10000,1,2971169.6340048844,92264,8.83
ATCC_19119,rand,500,10000,0,2941129.884210526,87208,7.98
BPH2947,rand,500,10000,1,2759995.936250362,124628,18.16
BPH2947,rand,500,10000,2,3041502.7635960043,124892,15.77
BPH2947,rand,500,10000,0,2867192.6120967744,130620,16.03
ATCC_10708,rand,500,10000,1,4713762.540178571,63292,5.47
ATCC_10708,rand,500,10000,2,4614003.541666667,61056,6.1
ATCC_10708,rand,500,10000,0,4741554.253472222,61632,5.39
KPC2,rand,500,10000,0,5949284.034798535,195628,20.51
KPC2,rand,500,10000,2,6026493.599914236,196920,20.23
KPC2,rand,500,10000,1,6224947.684782608,188388,20.18
RDH275,rand,500,10000,0,1826728.09682861,76972,8.63
RDH275,rand,500,10000,2,1840868.8462249613,82332,8.61
RDH275,rand,500,10000,1,1840065.202910053,82936,8.31
AJ292,rand,500,10000,2,5786784.777976191,181172,19.8
AJ292,rand,500,10000,0,5720893.253707137,184476,21.5
AJ292,rand,500,10000,1,5667475.97007722,182704,21.36
ATCC_17802,rand,500,10000,2,5237371.499999999,65012,5.74
ATCC_17802,rand,500,10000,0,5176589.9,70692,5.96
ATCC_17802,rand,500,10000,1,5134752.898809524,68096,5.95
ATCC_35221,rand,500,10000,1,1569680.5144518272,105912,14.7
ATCC_35221,rand,500,10000,0,1567299.475,107796,14.46
ATCC_35221,rand,500,10000,2,1534672.4207145725,111912,15.44
AMtb_1,rand,500,10000,2,4274799.7391304355,80908,7.7
AMtb_1,rand,500,10000,1,4213867.628482971,77616,7.16
AMtb_1,rand,500,10000,0,4387890.461538462,75312,7.08
MMC234,rand,500,10000,0,2208556.615155678,100148,11.93
MMC234,rand,500,10000,2,2129808.467730496,119084,13.36
MMC234,rand,500,10000,1,2130329.5925634983,102540,11.59
ATCC_33560,rand,500,10000,1,1737189.9138888887,107320,13.47
ATCC_33560,rand,500,10000,2,1773403.5484126986,99748,13.81
ATCC_33560,rand,500,10000,0,1744785.75,99716,12.48
ATCC_BAA-679,rand,500,10000,0,2914843.58875,85488,8.21
ATCC_BAA-679,rand,500,10000,1,2907009.9515957446,86824,8.03
ATCC_BAA-679,rand,500,10000,2,2937450.5419580424,84692,7.86
ATCC_25922,rand,500,10000,1,5347844.944642857,74364,11.07
ATCC_25922,rand,500,10000,2,5475943.333333334,78500,10.43
ATCC_25922,rand,500,10000,0,5345453.145833333,74220,10.38
ATCC_35897,rand,10000,1000,1,3040259.0,688364,15.69
ATCC_35897,rand,10000,1000,0,3025551.375,705832,17.37
ATCC_35897,rand,10000,1000,2,3116622.999999999,698480,16.55
ATCC_19119,rand,10000,1000,1,3016633.75,617944,12.79
ATCC_19119,rand,10000,1000,0,3116981.25,617800,13.2
ATCC_19119,rand,10000,1000,2,3094824.5,634248,12.96
BPH2947,rand,10000,1000,2,2687958.0,847372,23.44
BPH2947,rand,10000,1000,1,2796607.416666666,911896,24.48
BPH2947,rand,10000,1000,0,2691390.625,933668,24.8
ATCC_10708,rand,10000,1000,0,4721731.0,432868,7.19
ATCC_10708,rand,10000,1000,1,4601673.0,437716,7.57
ATCC_10708,rand,10000,1000,2,4603112.999999999,434136,7.27
KPC2,rand,10000,1000,2,6243984.875,1510204,35.39
KPC2,rand,10000,1000,1,6367976.999999999,1580628,32.33
KPC2,rand,10000,1000,0,6109095.952380952,1597520,34.86
RDH275,rand,10000,1000,2,1838813.0,517760,13.5
RDH275,rand,10000,1000,1,1826970.8717948715,522988,12.52
RDH275,rand,10000,1000,0,1857137.0,524368,13.97
AJ292,rand,10000,1000,0,6238442.0,1398892,31.36
AJ292,rand,10000,1000,2,6133129.333333333,1384488,33.78
AJ292,rand,10000,1000,1,5906839.333333332,1385472,32.61
ATCC_17802,rand,10000,1000,2,5088458.0,460156,7.78
ATCC_17802,rand,10000,1000,0,5289575.625,459148,7.89
ATCC_17802,rand,10000,1000,1,5124313.0,455064,7.78
ATCC_35221,rand,10000,1000,0,1571131.3214285714,699016,23.72
ATCC_35221,rand,10000,1000,2,1556704.9679487178,725056,24.03
ATCC_35221,rand,10000,1000,1,1529536.25,702096,23.9
AMtb_1,rand,10000,1000,1,4845561.5,556296,9.86
AMtb_1,rand,10000,1000,0,4570210.5,561140,9.97
AMtb_1,rand,10000,1000,2,4575717.000000001,554756,10.01
MMC234,rand,10000,1000,1,2105322.333333333,700440,19.65
MMC234,rand,10000,1000,2,2105633.6666666665,717680,19.32
MMC234,rand,10000,1000,0,2091909.9999999998,694232,20.51
ATCC_33560,rand,10000,1000,2,1753813.6,690512,22.38
ATCC_33560,rand,10000,1000,0,1746839.0875,715124,21.28
ATCC_33560,rand,10000,1000,1,1725689.8571428573,697208,21.2
ATCC_BAA-679,rand,10000,1000,2,3067342.722222222,576848,12.07
ATCC_BAA-679,rand,10000,1000,0,3068984.5,579156,13.35
ATCC_BAA-679,rand,10000,1000,1,3087956.5,588176,11.92
ATCC_25922,rand,10000,1000,2,4873735.000000001,472312,14.0
ATCC_25922,rand,10000,1000,1,4868672.000000001,494292,14.07
ATCC_25922,rand,10000,1000,0,4867548.75,459228,13.52
ATCC_35897,rand,10000,500,0,3314132.0,689560,10.54
ATCC_35897,rand,10000,500,2,3184988.75,695196,10.9
ATCC_35897,rand,10000,500,1,3210877.0,690588,10.34
ATCC_19119,rand,10000,500,0,3387735.0,610580,9.56
ATCC_19119,rand,10000,500,1,3310294.0,612712,9.3
ATCC_19119,rand,10000,500,2,3129082.0,607556,8.28
BPH2947,rand,10000,500,0,2698266.0,849256,15.55
BPH2947,rand,10000,500,2,2817911.5999999996,843308,14.91
BPH2947,rand,10000,500,1,2638034.4999999995,879256,14.6
ATCC_10708,rand,10000,500,0,inf,437748,6.77
ATCC_10708,rand,10000,500,2,inf,429280,6.16
ATCC_10708,rand,10000,500,1,inf,429356,6.43
KPC2,rand,10000,500,2,6507019.0,1515740,19.41
KPC2,rand,10000,500,0,7056411.0,1533000,22.36
KPC2,rand,10000,500,1,6572465.0,1503416,22.63
RDH275,rand,10000,500,1,2057847.041666667,523960,8.38
RDH275,rand,10000,500,0,2146653.0000000005,521168,8.72
RDH275,rand,10000,500,2,1942906.875,519184,9.1
AJ292,rand,10000,500,0,6705908.25,1385092,19.99
AJ292,rand,10000,500,2,6558567.5,1386444,20.36
AJ292,rand,10000,500,1,6826488.0,1420880,21.12
ATCC_17802,rand,10000,500,1,inf,470312,7.05
ATCC_17802,rand,10000,500,0,inf,467408,7.12
ATCC_17802,rand,10000,500,2,inf,466700,6.71
ATCC_35221,rand,10000,500,0,1809451.6666666665,768152,15.13
ATCC_35221,rand,10000,500,1,1608418.5,692776,14.18
ATCC_35221,rand,10000,500,2,1632127.4583333333,703856,15.32
AMtb_1,rand,10000,500,1,4293755.0,561628,8.04
AMtb_1,rand,10000,500,2,4555679.0,553592,7.8
AMtb_1,rand,10000,500,0,4463877.0,557200,7.95
MMC234,rand,10000,500,0,2016322.3333333335,681020,11.9
MMC234,rand,10000,500,2,2003707.5,690532,12.48
MMC234,rand,10000,500,1,2089132.7500000002,691888,12.18
ATCC_33560,rand,10000,500,0,1774725.8333333335,702368,13.19
ATCC_33560,rand,10000,500,1,1779719.0,694392,13.17
ATCC_33560,rand,10000,500,2,1760309.0,697704,13.19
ATCC_BAA-679,rand,10000,500,1,3175451.25,581732,8.47
ATCC_BAA-679,rand,10000,500,2,3166265.0,597024,8.48
ATCC_BAA-679,rand,10000,500,0,3117834.0,597908,7.96
ATCC_25922,rand,10000,500,1,11152869.999999998,466308,8.86
ATCC_25922,rand,10000,500,0,15278479.0,468656,9.7
ATCC_25922,rand,10000,500,2,inf,470760,9.73
ATCC_35897,rand,10000,100,0,inf,696092,5.9
ATCC_35897,rand,10000,100,1,inf,691580,6.08
ATCC_35897,rand,10000,100,2,inf,698844,6.34
ATCC_19119,rand,10000,100,0,inf,608868,5.4
ATCC_19119,rand,10000,100,2,inf,623608,5.4
ATCC_19119,rand,10000,100,1,inf,601760,5.5
BPH2947,rand,10000,100,2,inf,784712,7.67
BPH2947,rand,10000,100,1,inf,787684,7.23
BPH2947,rand,10000,100,0,inf,812784,7.73
ATCC_10708,rand,10000,100,2,inf,436836,5.14
ATCC_10708,rand,10000,100,1,inf,436024,5.22
ATCC_10708,rand,10000,100,0,inf,436540,5.26
KPC2,rand,10000,100,2,inf,1449656,11.06
KPC2,rand,10000,100,1,inf,1495536,12.14
KPC2,rand,10000,100,0,inf,1469744,11.27
RDH275,rand,10000,100,2,inf,519196,4.84
RDH275,rand,10000,100,0,inf,524132,4.77
RDH275,rand,10000,100,1,inf,520548,4.74
AJ292,rand,10000,100,1,inf,1344048,10.98
AJ292,rand,10000,100,0,inf,1320944,12.03
AJ292,rand,10000,100,2,inf,1359656,11.38
ATCC_17802,rand,10000,100,1,inf,463668,5.5
ATCC_17802,rand,10000,100,2,inf,466264,5.95
ATCC_17802,rand,10000,100,0,inf,462276,5.58
ATCC_35221,rand,10000,100,1,inf,697100,6.75
ATCC_35221,rand,10000,100,0,inf,702812,6.84
ATCC_35221,rand,10000,100,2,inf,706412,6.32
AMtb_1,rand,10000,100,2,inf,556396,5.82
AMtb_1,rand,10000,100,0,inf,552968,6.19
AMtb_1,rand,10000,100,1,inf,561596,5.63
MMC234,rand,10000,100,1,inf,699392,6.14
MMC234,rand,10000,100,0,inf,698004,6.33
MMC234,rand,10000,100,2,inf,697812,6.43
ATCC_33560,rand,10000,100,1,inf,689520,6.29
ATCC_33560,rand,10000,100,2,inf,692140,6.15
ATCC_33560,rand,10000,100,0,inf,699496,6.88
ATCC_BAA-679,rand,10000,100,1,inf,592020,5.4
ATCC_BAA-679,rand,10000,100,0,inf,590488,5.47
ATCC_BAA-679,rand,10000,100,2,inf,598476,5.46
ATCC_25922,rand,10000,100,2,inf,470392,6.56
ATCC_25922,rand,10000,100,0,inf,466184,6.53
ATCC_25922,rand,10000,100,1,inf,465172,6.29
ATCC_35897,rand,10000,25000,1,2820329.879618661,901636,276.54
ATCC_35897,rand,10000,25000,2,2820787.963014812,932260,292.79
ATCC_35897,rand,10000,25000,0,2842409.3977921875,897108,276.23
ATCC_19119,rand,10000,25000,2,2954358.9943609023,779788,199.56
ATCC_19119,rand,10000,25000,0,2973294.853190587,732508,196.5
ATCC_19119,rand,10000,25000,1,2972744.8921895865,805032,202.37
BPH2947,rand,10000,25000,2,2881153.3115138593,1253576,522.03
BPH2947,rand,10000,25000,1,2862112.551504425,1356556,515.18
BPH2947,rand,10000,25000,0,2884483.5064121243,1345592,486.9
ATCC_10708,rand,10000,25000,1,4693492.894318182,521568,60.04
ATCC_10708,rand,10000,25000,2,4688478.247619047,519648,60.54
ATCC_10708,rand,10000,25000,0,4717020.219534884,448756,67.95
KPC2,rand,10000,25000,1,5955559.089764316,1843476,594.07
KPC2,rand,10000,25000,0,5901277.980070777,2105328,607.81
KPC2,rand,10000,25000,2,5922836.244564189,1890640,609.8
RDH275,rand,10000,25000,2,1839897.481960997,727908,233.71
RDH275,rand,10000,25000,0,1835126.2921088173,667596,239.59
RDH275,rand,10000,25000,1,1827637.7297297297,766748,235.24
AJ292,rand,10000,25000,1,5719919.884803923,1707352,591.91
AJ292,rand,10000,25000,2,5694716.021354167,1866004,582.68
AJ292,rand,10000,25000,0,5655205.76482543,1868568,582.35
ATCC_17802,rand,10000,25000,0,5141080.132173913,508072,77.31
ATCC_17802,rand,10000,25000,2,5176903.146739131,494544,70.79
ATCC_17802,rand,10000,25000,1,5155886.541213769,605648,74.01
ATCC_35221,rand,10000,25000,2,1530837.0558059383,1040396,360.56
ATCC_35221,rand,10000,25000,1,1553610.714063927,1026776,355.43
ATCC_35221,rand,10000,25000,0,1540141.8937263791,1055212,359.1
AMtb_1,rand,10000,25000,1,4391933.598484849,611316,119.55
AMtb_1,rand,10000,25000,0,4358272.219642857,556792,133.61
AMtb_1,rand,10000,25000,2,4376218.638059702,557620,117.93
MMC234,rand,10000,25000,2,2183618.0874604844,844168,359.32
MMC234,rand,10000,25000,0,2172644.6686688312,1070488,364.09
MMC234,rand,10000,25000,1,2172498.96515719,1082568,368.47
ATCC_33560,rand,10000,25000,2,1745421.2573076924,970568,390.2
ATCC_33560,rand,10000,25000,0,1743283.026954178,985388,412.32
ATCC_33560,rand,10000,25000,1,1753291.0040266106,992452,387.75
ATCC_BAA-679,rand,10000,25000,2,2956704.9113157894,739016,190.42
ATCC_BAA-679,rand,10000,25000,0,2966813.121858892,755936,200.24
ATCC_BAA-679,rand,10000,25000,1,2959006.296633941,738848,194.34
ATCC_25922,rand,10000,25000,1,5422746.306878307,714440,197.55
ATCC_25922,rand,10000,25000,2,5444188.816123189,728148,210.67
ATCC_25922,rand,10000,25000,0,5330378.549999999,712236,212.91
ATCC_35897,rand,10000,5000,0,2820743.284848485,742476,56.16
ATCC_35897,rand,10000,5000,1,2823796.882575758,710560,55.91
ATCC_35897,rand,10000,5000,2,2802538.6383928573,710756,58.64
ATCC_19119,rand,10000,5000,1,3014886.2666666666,603496,42.22
ATCC_19119,rand,10000,5000,0,2994857.4369747904,614588,43.41
ATCC_19119,rand,10000,5000,2,2974840.1090909094,633712,47.59
BPH2947,rand,10000,5000,1,2826920.2666666666,1019080,100.67
BPH2947,rand,10000,5000,0,2819748.5943181817,1030912,100.34
BPH2947,rand,10000,5000,2,2819030.5041666664,1090520,98.16
ATCC_10708,rand,10000,5000,2,4756631.066666667,437112,16.39
ATCC_10708,rand,10000,5000,0,4771553.6,431992,16.12
ATCC_10708,rand,10000,5000,1,4750147.65,432784,15.84
KPC2,rand,10000,5000,2,5958777.166666666,1731196,139.13
KPC2,rand,10000,5000,1,6046172.136363637,1699360,125.66
KPC2,rand,10000,5000,0,5857480.632142857,1663020,125.3
RDH275,rand,10000,5000,2,1827263.5261857708,577356,49.37
RDH275,rand,10000,5000,1,1818214.6860902254,576472,55.06
RDH275,rand,10000,5000,0,1838587.4697802197,574880,49.62
AJ292,rand,10000,5000,0,5683427.110389611,1533356,128.45
AJ292,rand,10000,5000,2,5737599.669841271,1538608,121.38
AJ292,rand,10000,5000,1,5758724.333333334,1514812,124.35
ATCC_17802,rand,10000,5000,0,5278960.0,465676,18.56
ATCC_17802,rand,10000,5000,1,5295603.249999999,475020,18.27
ATCC_17802,rand,10000,5000,2,5279866.170634922,463904,18.49
ATCC_35221,rand,10000,5000,1,1544181.9296536797,857956,103.23
ATCC_35221,rand,10000,5000,0,1533014.86,851960,98.89
ATCC_35221,rand,10000,5000,2,1518876.8533549784,889020,104.3
AMtb_1,rand,10000,5000,2,4324009.733333333,553632,28.64
AMtb_1,rand,10000,5000,1,4396528.5,550696,28.25
AMtb_1,rand,10000,5000,0,4363779.222222222,553468,27.81
MMC234,rand,10000,5000,0,2109963.8161764704,720976,77.57
MMC234,rand,10000,5000,1,2131720.7401315784,779624,74.76
MMC234,rand,10000,5000,2,2138095.0,764296,75.76
ATCC_33560,rand,10000,5000,2,1767998.872605364,780372,90.76
ATCC_33560,rand,10000,5000,0,1738653.9027777778,790564,89.94
ATCC_33560,rand,10000,5000,1,1731681.0826210827,729228,91.94
ATCC_BAA-679,rand,10000,5000,0,2974780.069444445,586844,41.38
ATCC_BAA-679,rand,10000,5000,1,2960329.7954545454,597696,42.04
ATCC_BAA-679,rand,10000,5000,2,2936267.1266233763,565984,40.7
ATCC_25922,rand,10000,5000,1,5255366.25,544948,45.18
ATCC_25922,rand,10000,5000,0,5254504.999999999,536992,42.65
ATCC_25922,rand,10000,5000,2,5143087.083333332,537804,44.75
ATCC_35897,rand,10000,10000,1,2847288.6063218396,774892,113.01
ATCC_35897,rand,10000,10000,0,2808448.2173913047,834036,117.02
ATCC_35897,rand,10000,10000,2,2836117.0555555555,776036,110.76
ATCC_19119,rand,10000,10000,0,2967302.168181818,620068,80.75
ATCC_19119,rand,10000,10000,1,2960275.5412246864,633304,84.51
ATCC_19119,rand,10000,10000,2,2951461.562998405,676628,83.81
BPH2947,rand,10000,10000,0,2828796.6871320438,1171172,190.9
BPH2947,rand,10000,10000,1,2859345.5659229215,1111788,204.25
BPH2947,rand,10000,10000,2,2861005.8271908276,1176468,207.24
ATCC_10708,rand,10000,10000,0,4761050.740740741,467308,28.35
ATCC_10708,rand,10000,10000,2,4678053.899999999,437576,28.15
ATCC_10708,rand,10000,10000,1,4635105.05952381,448132,27.41
KPC2,rand,10000,10000,2,5955433.929742388,1858876,245.37
KPC2,rand,10000,10000,0,5950188.786363635,1794292,256.16
KPC2,rand,10000,10000,1,5970076.003030302,1832840,251.47
RDH275,rand,10000,10000,2,1840045.4266009852,582684,96.04
RDH275,rand,10000,10000,0,1841435.8666666667,585348,101.14
RDH275,rand,10000,10000,1,1826471.4675395526,617748,95.45
AJ292,rand,10000,10000,2,5738693.536363637,1692624,244.27
AJ292,rand,10000,10000,1,5743197.676767677,1673364,242.36
AJ292,rand,10000,10000,0,5692580.183908046,1654368,241.92
ATCC_17802,rand,10000,10000,2,5155295.138888889,491432,35.41
ATCC_17802,rand,10000,10000,1,5163334.25,513712,31.54
ATCC_17802,rand,10000,10000,0,5167918.066666666,510188,33.11
ATCC_35221,rand,10000,10000,0,1548097.2407407407,934860,199.08
ATCC_35221,rand,10000,10000,2,1551752.242177609,938168,213.76
ATCC_35221,rand,10000,10000,1,1533310.6469601677,946344,202.32
AMtb_1,rand,10000,10000,0,4324391.214285715,558820,51.54
AMtb_1,rand,10000,10000,1,4341711.295238094,555880,51.31
AMtb_1,rand,10000,10000,2,4323070.211981567,555600,50.7
MMC234,rand,10000,10000,1,2164758.601595745,789848,154.67
MMC234,rand,10000,10000,2,2145293.595833333,846280,153.98
MMC234,rand,10000,10000,0,2149455.0468611848,796316,143.76
ATCC_33560,rand,10000,10000,0,1743546.6458333335,858372,174.02
ATCC_33560,rand,10000,10000,2,1773827.2004585653,803708,180.96
ATCC_33560,rand,10000,10000,1,1750785.7967436975,826216,172.08
ATCC_BAA-679,rand,10000,10000,1,2946354.5899122804,613748,78.46
