accession	rung_every_nth	variant	retention_multiplier	seed	estimate_bp	estimate_over_truth	skew_score	skew_verdict	profile_median_depth	retained_reads	total_reads	normalization_engaged
SRR10861747	26	norm_c4	4	7	2008683	0.9085	103.00	detected	2	3071	7903	yes
SRR10861747	26	norm_c6	6	42	1963360	0.8880	104.00	detected	2	3188	7903	yes
SRR10861747	26	norm_c6	6	4556	1999951	0.9045	102.00	detected	2	3226	7903	yes
SRR10861747	26	norm_c6	6	7	1918256	0.8676	103.00	detected	2	3214	7903	yes
SRR10861747	26	norm_c8	8	42	1876444	0.8487	104.00	detected	2	3303	7903	yes
SRR10861747	26	norm_c8	8	4556	1981654	0.8962	102.00	detected	2	3302	7903	yes
SRR10861747	26	norm_c8	8	7	2016429	0.9120	103.00	detected	2	3309	7903	yes
SRR10861747	34	legacy	0	42	43701	0.0198	NA	NA	NA	NA	NA	no
SRR10861747	34	legacy	0	4556	44721	0.0202	NA	NA	NA	NA	NA	no
SRR10861747	34	legacy	0	7	40928	0.0185	NA	NA	NA	NA	NA	no
SRR10861747	34	norm_c1	1	42	2047506	0.9260	114.00	detected	2	1764	6043	yes
SRR10861747	34	norm_c1	1	4556	2081948	0.9416	109.00	detected	2	1735	6043	yes
SRR10861747	34	norm_c1	1	7	2093862	0.9470	101.00	detected	2	1777	6043	yes
SRR10861747	34	norm_c2	2	42	1959491	0.8862	114.00	detected	2	2246	6043	yes
SRR10861747	34	norm_c2	2	4556	2045110	0.9249	109.00	detected	2	2249	6043	yes
SRR10861747	34	norm_c2	2	7	1992029	0.9009	101.00	detected	2	2268	6043	yes
SRR10861747	34	norm_c3	3	42	2096108	0.9480	114.00	detected	2	2352	6043	yes
SRR10861747	34	norm_c3	3	4556	1902318	0.8604	109.00	detected	2	2354	6043	yes
SRR10861747	34	norm_c3	3	7	2024660	0.9157	101.00	detected	2	2353	6043	yes
SRR10861747	34	norm_c4	4	42	1996708	0.9030	114.00	detected	2	2421	6043	yes
SRR10861747	34	norm_c4	4	4556	1948530	0.8813	109.00	detected	2	2438	6043	yes
SRR10861747	34	norm_c4	4	7	1940601	0.8777	101.00	detected	2	2438	6043	yes
SRR10861747	34	norm_c6	6	42	1969681	0.8908	114.00	detected	2	2538	6043	yes
SRR10861747	34	norm_c6	6	4556	1957800	0.8854	109.00	detected	2	2543	6043	yes
SRR10861747	34	norm_c6	6	7	1871171	0.8463	101.00	detected	2	2549	6043	yes
SRR10861747	34	norm_c8	8	42	1866053	0.8440	114.00	detected	2	2622	6043	yes
SRR10861747	34	norm_c8	8	4556	1937615	0.8763	109.00	detected	2	2627	6043	yes
SRR10861747	34	norm_c8	8	7	1916195	0.8666	101.00	detected	2	2644	6043	yes
SRR10861747	8	legacy	0	42	41478	0.0188	NA	NA	NA	NA	NA	no
SRR10861747	8	legacy	0	4556	47207	0.0214	NA	NA	NA	NA	NA	no
SRR10861747	8	legacy	0	7	44454	0.0201	NA	NA	NA	NA	NA	no
SRR10861747	8	norm_c1	1	42	1982055	0.8964	95.00	detected	6	6368	25683	yes
SRR10861747	8	norm_c1	1	4556	1976767	0.8940	101.00	detected	7	7084	25683	yes
SRR10861747	8	norm_c1	1	7	1982956	0.8968	104.00	detected	7	7145	25683	yes
SRR10861747	8	norm_c2	2	42	2012901	0.9104	95.00	detected	6	9216	25683	yes
SRR10861747	8	norm_c2	2	4556	1974115	0.8928	101.00	detected	7	9518	25683	yes
SRR10861747	8	norm_c2	2	7	2047978	0.9262	104.00	detected	7	9540	25683	yes
SRR10861747	8	norm_c3	3	42	1976004	0.8937	95.00	detected	6	9830	25683	yes
SRR10861747	8	norm_c3	3	4556	1880085	0.8503	101.00	detected	7	9990	25683	yes
SRR10861747	8	norm_c3	3	7	1931586	0.8736	104.00	detected	7	9981	25683	yes
SRR10861747	8	norm_c4	4	42	1831820	0.8285	95.00	detected	6	10073	25683	yes
SRR10861747	8	norm_c4	4	4556	1842370	0.8332	101.00	detected	7	10270	25683	yes
SRR10861747	8	norm_c4	4	7	1987830	0.8990	104.00	detected	7	10259	25683	yes
SRR10861747	8	norm_c6	6	42	1984768	0.8976	95.00	detected	6	10471	25683	yes
SRR10861747	8	norm_c6	6	4556	1979680	0.8953	101.00	detected	7	10638	25683	yes
SRR10861747	8	norm_c6	6	7	1873984	0.8475	104.00	detected	7	10664	25683	yes
SRR10861747	8	norm_c8	8	42	1987298	0.8988	95.00	detected	6	10838	25683	yes
SRR10861747	8	norm_c8	8	4556	1905934	0.8620	101.00	detected	7	11034	25683	yes
SRR10861747	8	norm_c8	8	7	1757289	0.7948	104.00	detected	7	11022	25683	yes
SRR10861751	1	legacy	0	42	39826	0.0179	NA	NA	NA	NA	NA	no
SRR10861751	1	legacy	0	4556	39514	0.0178	NA	NA	NA	NA	NA	no
SRR10861751	1	legacy	0	7	37739	0.0170	NA	NA	NA	NA	NA	no
SRR10861751	1	norm_c1	1	42	1963945	0.8844	191.00	detected	16	16880	98030	yes
SRR10861751	1	norm_c1	1	4556	2056648	0.9262	203.00	detected	15	16211	98030	yes
SRR10861751	1	norm_c1	1	7	2027165	0.9129	212.00	detected	18	18168	98030	yes
SRR10861751	1	norm_c2	2	42	1832078	0.8250	191.00	detected	16	25942	98030	yes
SRR10861751	1	norm_c2	2	4556	2056686	0.9262	203.00	detected	15	25030	98030	yes
SRR10861751	1	norm_c2	2	7	2097302	0.9445	212.00	detected	18	27647	98030	yes
SRR10861751	1	norm_c3	3	42	1962901	0.8840	191.00	detected	16	31081	98030	yes
SRR10861751	1	norm_c3	3	4556	1921584	0.8653	203.00	detected	15	30340	98030	yes
SRR10861751	1	norm_c3	3	7	1950494	0.8784	212.00	detected	18	31774	98030	yes
SRR10861751	1	norm_c4	4	42	1854408	0.8351	191.00	detected	16	32360	98030	yes
SRR10861751	1	norm_c4	4	4556	1796308	0.8089	203.00	detected	15	32213	98030	yes
SRR10861751	1	norm_c4	4	7	1877903	0.8457	212.00	detected	18	32729	98030	yes
SRR10861751	1	norm_c6	6	42	1868710	0.8415	191.00	detected	16	33602	98030	yes
SRR10861751	1	norm_c6	6	4556	1814287	0.8170	203.00	detected	15	33383	98030	yes
SRR10861751	1	norm_c6	6	7	2061944	0.9286	212.00	detected	18	33881	98030	yes
SRR10861751	1	norm_c8	8	42	1925417	0.8671	191.00	detected	16	34409	98030	yes
SRR10861751	1	norm_c8	8	4556	1870860	0.8425	203.00	detected	15	34272	98030	yes
SRR10861751	1	norm_c8	8	7	1896800	0.8542	212.00	detected	18	34884	98030	yes
SRR10861751	14	legacy	0	42	34100	0.0154	NA	NA	NA	NA	NA	no
SRR10861751	14	legacy	0	4556	38940	0.0175	NA	NA	NA	NA	NA	no
SRR10861751	14	legacy	0	7	39358	0.0177	NA	NA	NA	NA	NA	no
SRR10861751	14	norm_c1	1	42	2102841	0.9470	114.00	detected	2	1734	7003	yes
SRR10861751	14	norm_c1	1	4556	1994952	0.8984	107.00	detected	2	1732	7003	yes
SRR10861751	14	norm_c1	1	7	2082843	0.9380	121.00	detected	2	1726	7003	yes
SRR10861751	14	norm_c2	2	42	1922456	0.8657	114.00	detected	2	2253	7003	yes
SRR10861751	14	norm_c2	2	4556	1936463	0.8720	107.00	detected	2	2277	7003	yes
SRR10861751	14	norm_c2	2	7	1911461	0.8608	121.00	detected	2	2253	7003	yes
SRR10861751	14	norm_c3	3	42	2023306	0.9112	114.00	detected	2	2369	7003	yes
SRR10861751	14	norm_c3	3	4556	1895201	0.8535	107.00	detected	2	2380	7003	yes
SRR10861751	14	norm_c3	3	7	1901055	0.8561	121.00	detected	2	2377	7003	yes
SRR10861751	14	norm_c4	4	42	1897366	0.8544	114.00	detected	2	2427	7003	yes
SRR10861751	14	norm_c4	4	4556	1927283	0.8679	107.00	detected	2	2435	7003	yes
SRR10861751	14	norm_c4	4	7	1931013	0.8696	121.00	detected	2	2445	7003	yes
SRR10861751	14	norm_c6	6	42	1887064	0.8498	114.00	detected	2	2527	7003	yes
SRR10861751	14	norm_c6	6	4556	1849638	0.8329	107.00	detected	2	2555	7003	yes
SRR10861751	14	norm_c6	6	7	1936325	0.8720	121.00	detected	2	2542	7003	yes
SRR10861751	14	norm_c8	8	42	1901006	0.8561	114.00	detected	2	2595	7003	yes
SRR10861751	14	norm_c8	8	4556	1910205	0.8602	107.00	detected	2	2620	7003	yes
SRR10861751	14	norm_c8	8	7	1823366	0.8211	121.00	detected	2	2627	7003	yes
SRR10861751	18	legacy	0	42	39966	0.0180	NA	NA	NA	NA	NA	no
SRR10861751	18	legacy	0	4556	39579	0.0178	NA	NA	NA	NA	NA	no
SRR10861751	18	legacy	0	7	38769	0.0175	NA	NA	NA	NA	NA	no
SRR10861751	18	norm_c1	1	42	1970129	0.8872	119.00	detected	2	1512	5447	yes
SRR10861751	18	norm_c1	1	4556	2036865	0.9173	121.00	detected	2	1502	5447	yes
SRR10861751	18	norm_c1	1	7	2005313	0.9031	123.00	detected	2	1516	5447	yes
SRR10861751	18	norm_c2	2	42	1841198	0.8291	119.00	detected	2	1810	5447	yes
SRR10861751	18	norm_c2	2	4556	1816356	0.8180	121.00	detected	2	1810	5447	yes
SRR10861751	18	norm_c2	2	7	2013158	0.9066	123.00	detected	2	1811	5447	yes
SRR10861751	18	norm_c3	3	42	1875949	0.8448	119.00	detected	2	1870	5447	yes
SRR10861751	18	norm_c3	3	4556	1780359	0.8018	121.00	detected	2	1860	5447	yes
SRR10861751	18	norm_c3	3	7	1940096	0.8737	123.00	detected	2	1889	5447	yes
SRR10861751	18	norm_c4	4	42	1829151	0.8237	119.00	detected	2	1906	5447	yes
SRR10861751	18	norm_c4	4	4556	1714419	0.7721	121.00	detected	2	1923	5447	yes
SRR10861751	18	norm_c4	4	7	1968764	0.8866	123.00	detected	2	1947	5447	yes
SRR10861751	18	norm_c6	6	42	1866449	0.8405	119.00	detected	2	1966	5447	yes
SRR10861751	18	norm_c6	6	4556	1799998	0.8106	121.00	detected	2	2018	5447	yes
SRR10861751	18	norm_c6	6	7	1778514	0.8009	123.00	detected	2	2003	5447	yes
SRR10861751	18	norm_c8	8	42	1668739	0.7515	119.00	detected	2	2042	5447	yes
SRR10861751	18	norm_c8	8	4556	1830665	0.8244	121.00	detected	2	2067	5447	yes
SRR10861751	18	norm_c8	8	7	1686857	0.7596	123.00	detected	2	2072	5447	yes
SRR10861751	22	legacy	0	42	38922	0.0175	NA	NA	NA	NA	NA	no
SRR10861751	22	legacy	0	4556	41108	0.0185	NA	NA	NA	NA	NA	no
SRR10861751	22	legacy	0	7	38110	0.0172	NA	NA	NA	NA	NA	no
SRR10861751	22	norm_c1	1	42	1801728	0.8114	119.00	detected	2	1288	4456	yes
SRR10861751	22	norm_c1	1	4556	1885110	0.8489	124.00	detected	2	1295	4456	yes
SRR10861751	22	norm_c1	1	7	1908970	0.8597	113.00	detected	2	1307	4456	yes
SRR10861751	22	norm_c2	2	42	1897376	0.8544	119.00	detected	2	1474	4456	yes
SRR10861751	22	norm_c2	2	4556	1750562	0.7883	124.00	detected	2	1485	4456	yes
SRR10861751	22	norm_c2	2	7	1782005	0.8025	113.00	detected	2	1484	4456	yes
SRR10861751	22	norm_c3	3	42	1875578	0.8446	119.00	detected	2	1532	4456	yes
SRR10861751	22	norm_c3	3	4556	1887033	0.8498	124.00	detected	2	1536	4456	yes
SRR10861751	22	norm_c3	3	7	1784206	0.8035	113.00	detected	2	1532	4456	yes
SRR10861751	22	norm_c4	4	42	1906397	0.8585	119.00	detected	2	1583	4456	yes
SRR10861751	22	norm_c4	4	4556	1910969	0.8606	124.00	detected	2	1576	4456	yes
SRR10861751	22	norm_c4	4	7	1855411	0.8355	113.00	detected	2	1576	4456	yes
SRR10861751	22	norm_c6	6	42	1969835	0.8871	119.00	detected	2	1645	4456	yes
SRR10861751	22	norm_c6	6	4556	2021027	0.9101	124.00	detected	2	1649	4456	yes
SRR10861751	22	norm_c6	6	7	1834238	0.8260	113.00	detected	2	1681	4456	yes
SRR10861751	22	norm_c8	8	42	1831112	0.8246	119.00	detected	2	1706	4456	yes
SRR10861751	22	norm_c8	8	4556	1705388	0.7680	124.00	detected	2	1728	4456	yes
SRR10861751	22	norm_c8	8	7	1643100	0.7399	113.00	detected	2	1725	4456	yes
SRR10861751	5	legacy	0	42	37862	0.0171	NA	NA	NA	NA	NA	no
SRR10861751	5	legacy	0	4556	41107	0.0185	NA	NA	NA	NA	NA	no
SRR10861751	5	legacy	0	7	38552	0.0174	NA	NA	NA	NA	NA	no
SRR10861751	5	norm_c1	1	42	2061329	0.9283	112.00	detected	5	4597	19606	yes
SRR10861751	5	norm_c1	1	4556	2026169	0.9124	106.00	detected	5	4554	19606	yes
SRR10861751	5	norm_c1	1	7	1989383	0.8959	128.00	detected	5	4700	19606	yes
SRR10861751	5	norm_c2	2	42	1823019	0.8210	112.00	detected	5	6238	19606	yes
SRR10861751	5	norm_c2	2	4556	1939105	0.8732	106.00	detected	5	6238	19606	yes
SRR10861751	5	norm_c2	2	7	1907283	0.8589	128.00	detected	5	6230	19606	yes
SRR10861751	5	norm_c3	3	42	1932731	0.8704	112.00	detected	5	6594	19606	yes
SRR10861751	5	norm_c3	3	4556	2023280	0.9111	106.00	detected	5	6545	19606	yes
SRR10861751	5	norm_c3	3	7	1954091	0.8800	128.00	detected	5	6577	19606	yes
SRR10861751	5	norm_c4	4	42	1897008	0.8543	112.00	detected	5	6709	19606	yes
SRR10861751	5	norm_c4	4	4556	1875664	0.8447	106.00	detected	5	6752	19606	yes
SRR10861751	5	norm_c4	4	7	1947447	0.8770	128.00	detected	5	6735	19606	yes
SRR10861751	5	norm_c6	6	42	1920403	0.8648	112.00	detected	5	6999	19606	yes
SRR10861751	5	norm_c6	6	4556	1895821	0.8537	106.00	detected	5	7021	19606	yes
SRR10861751	5	norm_c6	6	7	1750161	0.7882	128.00	detected	5	7007	19606	yes
SRR10861751	5	norm_c8	8	42	2072290	0.9332	112.00	detected	5	7228	19606	yes
SRR10861751	5	norm_c8	8	4556	1873964	0.8439	106.00	detected	5	7252	19606	yes
SRR10861751	5	norm_c8	8	7	1927241	0.8679	128.00	detected	5	7209	19606	yes
SRR10861751	9	legacy	0	42	39269	0.0177	NA	NA	NA	NA	NA	no
SRR10861751	9	legacy	0	4556	39072	0.0176	NA	NA	NA	NA	NA	no
SRR10861751	9	legacy	0	7	40381	0.0182	NA	NA	NA	NA	NA	no
SRR10861751	9	norm_c1	1	42	2114852	0.9524	119.00	detected	3	2641	10893	yes
SRR10861751	9	norm_c1	1	4556	2001029	0.9011	132.00	detected	3	2643	10893	yes
SRR10861751	9	norm_c1	1	7	2053473	0.9247	120.00	detected	3	2667	10893	yes
SRR10861751	9	norm_c2	2	42	1924684	0.8667	119.00	detected	3	3448	10893	yes
SRR10861751	9	norm_c2	2	4556	1975966	0.8898	132.00	detected	3	3456	10893	yes
SRR10861751	9	norm_c2	2	7	1987251	0.8949	120.00	detected	3	3491	10893	yes
SRR10861751	9	norm_c3	3	42	1962338	0.8837	119.00	detected	3	3630	10893	yes
SRR10861751	9	norm_c3	3	4556	1883012	0.8480	132.00	detected	3	3636	10893	yes
SRR10861751	9	norm_c3	3	7	1892162	0.8521	120.00	detected	3	3644	10893	yes
SRR10861751	9	norm_c4	4	42	1980370	0.8918	119.00	detected	3	3694	10893	yes
SRR10861751	9	norm_c4	4	4556	1880692	0.8469	132.00	detected	3	3729	10893	yes
SRR10861751	9	norm_c4	4	7	1813085	0.8165	120.00	detected	3	3723	10893	yes
SRR10861751	9	norm_c6	6	42	2045562	0.9212	119.00	detected	3	3886	10893	yes
SRR10861751	9	norm_c6	6	4556	1894392	0.8531	132.00	detected	3	3889	10893	yes
SRR10861751	9	norm_c6	6	7	1937848	0.8727	120.00	detected	3	3912	10893	yes
SRR10861751	9	norm_c8	8	42	1890293	0.8513	119.00	detected	3	3976	10893	yes
SRR10861751	9	norm_c8	8	4556	1919834	0.8646	132.00	detected	3	3992	10893	yes
SRR10861751	9	norm_c8	8	7	1890564	0.8514	120.00	detected	3	4027	10893	yes
SRR12247681	1	legacy	0	42	46475	0.0092	NA	NA	NA	NA	NA	no
SRR12247681	1	legacy	0	4556	50300	0.0099	NA	NA	NA	NA	NA	no
SRR12247681	1	legacy	0	7	51229	0.0101	NA	NA	NA	NA	NA	no
SRR12247681	1	norm_c1	1	42	4484508	0.8850	125.00	detected	27	99030	315509	yes
SRR12247681	1	norm_c1	1	4556	4647620	0.9172	104.00	detected	27	98640	315509	yes
SRR12247681	1	norm_c1	1	7	4810002	0.9493	124.00	detected	27	98627	315509	yes
SRR12247681	1	norm_c2	2	42	4645910	0.9169	125.00	detected	27	141591	315509	yes
SRR12247681	1	norm_c2	2	4556	4505749	0.8892	104.00	detected	27	141391	315509	yes
SRR12247681	1	norm_c2	2	7	4630430	0.9138	124.00	detected	27	141499	315509	yes
SRR12247681	1	norm_c3	3	42	4624496	0.9127	125.00	detected	27	163443	315509	yes
SRR12247681	1	norm_c3	3	4556	4349402	0.8584	104.00	detected	27	163467	315509	yes
SRR12247681	1	norm_c3	3	7	4091602	0.8075	124.00	detected	27	163419	315509	yes
SRR12247681	1	norm_c4	4	42	4003071	0.7900	125.00	detected	27	168680	315509	yes
SRR12247681	1	norm_c4	4	4556	4265274	0.8418	104.00	detected	27	168491	315509	yes
SRR12247681	1	norm_c4	4	7	4564346	0.9008	124.00	detected	27	168515	315509	yes
SRR12247681	1	norm_c6	6	42	4629231	0.9136	125.00	detected	27	172841	315509	yes
SRR12247681	1	norm_c6	6	4556	4623890	0.9125	104.00	detected	27	172801	315509	yes
SRR12247681	1	norm_c6	6	7	4237730	0.8363	124.00	detected	27	172918	315509	yes
SRR12247681	1	norm_c8	8	42	4460961	0.8804	125.00	detected	27	176211	315509	yes
SRR12247681	1	norm_c8	8	4556	4233869	0.8356	104.00	detected	27	176073	315509	yes
SRR12247681	1	norm_c8	8	7	4651715	0.9180	124.00	detected	27	176081	315509	yes
SRR12247681	18	legacy	0	42	46682	0.0092	NA	NA	NA	NA	NA	no
SRR12247681	18	legacy	0	4556	58755	0.0116	NA	NA	NA	NA	NA	no
SRR12247681	18	legacy	0	7	44664	0.0088	NA	NA	NA	NA	NA	no
SRR12247681	18	norm_c1	1	42	5105920	1.0077	78.00	detected	3	7871	17529	yes
SRR12247681	18	norm_c1	1	4556	4505269	0.8891	82.00	detected	3	7828	17529	yes
SRR12247681	18	norm_c1	1	7	4730414	0.9336	74.00	detected	3	7914	17529	yes
SRR12247681	18	norm_c2	2	42	4598476	0.9075	78.00	detected	3	9324	17529	yes
SRR12247681	18	norm_c2	2	4556	4557290	0.8994	82.00	detected	3	9305	17529	yes
SRR12247681	18	norm_c2	2	7	5124237	1.0113	74.00	detected	3	9308	17529	yes
SRR12247681	18	norm_c3	3	42	4803870	0.9481	78.00	detected	3	9555	17529	yes
SRR12247681	18	norm_c3	3	4556	4214226	0.8317	82.00	detected	3	9599	17529	yes
SRR12247681	18	norm_c3	3	7	4226186	0.8341	74.00	detected	3	9595	17529	yes
SRR12247681	18	norm_c4	4	42	4807332	0.9488	78.00	detected	3	9763	17529	yes
SRR12247681	18	norm_c4	4	4556	4596602	0.9072	82.00	detected	3	9790	17529	yes
SRR12247681	18	norm_c4	4	7	4274703	0.8436	74.00	detected	3	9805	17529	yes
SRR12247681	18	norm_c6	6	42	4563260	0.9006	78.00	detected	3	10046	17529	yes
SRR12247681	18	norm_c6	6	4556	4328147	0.8542	82.00	detected	3	10078	17529	yes
SRR12247681	18	norm_c6	6	7	4414970	0.8713	74.00	detected	3	10126	17529	yes
SRR12247681	18	norm_c8	8	42	3886772	0.7671	78.00	detected	3	10301	17529	yes
SRR12247681	18	norm_c8	8	4556	4278096	0.8443	82.00	detected	3	10305	17529	yes
SRR12247681	18	norm_c8	8	7	4191956	0.8273	74.00	detected	3	10303	17529	yes
SRR12247681	27	legacy	0	42	53124	0.0105	NA	NA	NA	NA	NA	no
SRR12247681	27	legacy	0	4556	45833	0.0090	NA	NA	NA	NA	NA	no
SRR12247681	27	legacy	0	7	55779	0.0110	NA	NA	NA	NA	NA	no
SRR12247681	27	norm_c1	1	42	4795186	0.9464	71.00	detected	2	5232	11686	yes
SRR12247681	27	norm_c1	1	4556	4796369	0.9466	70.00	detected	2	5187	11686	yes
SRR12247681	27	norm_c1	1	7	4650708	0.9178	82.00	detected	2	5215	11686	yes
SRR12247681	27	norm_c2	2	42	4746937	0.9368	71.00	detected	2	6228	11686	yes
SRR12247681	27	norm_c2	2	4556	4522284	0.8925	70.00	detected	2	6226	11686	yes
SRR12247681	27	norm_c2	2	7	4349810	0.8585	82.00	detected	2	6227	11686	yes
SRR12247681	27	norm_c3	3	42	4588772	0.9056	71.00	detected	2	6416	11686	yes
SRR12247681	27	norm_c3	3	4556	4693982	0.9264	70.00	detected	2	6454	11686	yes
SRR12247681	27	norm_c3	3	7	4405796	0.8695	82.00	detected	2	6437	11686	yes
SRR12247681	27	norm_c4	4	42	4137374	0.8165	71.00	detected	2	6564	11686	yes
SRR12247681	27	norm_c4	4	4556	4289570	0.8466	70.00	detected	2	6553	11686	yes
SRR12247681	27	norm_c4	4	7	4128902	0.8149	82.00	detected	2	6543	11686	yes
SRR12247681	27	norm_c6	6	42	4330708	0.8547	71.00	detected	2	6733	11686	yes
SRR12247681	27	norm_c6	6	4556	4263145	0.8414	70.00	detected	2	6725	11686	yes
SRR12247681	27	norm_c6	6	7	4601923	0.9082	82.00	detected	2	6745	11686	yes
SRR12247681	27	norm_c8	8	42	3991700	0.7878	71.00	detected	2	6866	11686	yes
SRR12247681	27	norm_c8	8	4556	4361219	0.8607	70.00	detected	2	6889	11686	yes
SRR12247681	27	norm_c8	8	7	4689049	0.9254	82.00	detected	2	6911	11686	yes
SRR12247681	45	legacy	0	42	43754	0.0086	NA	NA	NA	NA	NA	no
SRR12247681	45	legacy	0	4556	49506	0.0098	NA	NA	NA	NA	NA	no
SRR12247681	45	legacy	0	7	49218	0.0097	NA	NA	NA	NA	NA	no
SRR12247681	45	norm_c1	1	42	4497369	0.8876	78.00	detected	2	3536	7012	yes
SRR12247681	45	norm_c1	1	4556	4577188	0.9033	76.00	detected	2	3529	7012	yes
SRR12247681	45	norm_c1	1	7	4646992	0.9171	72.00	detected	2	3519	7012	yes
SRR12247681	45	norm_c2	2	42	4367344	0.8619	78.00	detected	2	3835	7012	yes
SRR12247681	45	norm_c2	2	4556	4576090	0.9031	76.00	detected	2	3823	7012	yes
SRR12247681	45	norm_c2	2	7	4367750	0.8620	72.00	detected	2	3867	7012	yes
SRR12247681	45	norm_c3	3	42	4315538	0.8517	78.00	detected	2	3961	7012	yes
SRR12247681	45	norm_c3	3	4556	4768760	0.9411	76.00	detected	2	3952	7012	yes
SRR12247681	45	norm_c3	3	7	4708140	0.9292	72.00	detected	2	3950	7012	yes
SRR12247681	45	norm_c4	4	42	4632727	0.9143	78.00	detected	2	4014	7012	yes
SRR12247681	45	norm_c4	4	4556	4212402	0.8313	76.00	detected	2	4033	7012	yes
SRR12247681	45	norm_c4	4	7	4425158	0.8733	72.00	detected	2	4068	7012	yes
SRR12247681	45	norm_c6	6	42	4115881	0.8123	78.00	detected	2	4163	7012	yes
SRR12247681	45	norm_c6	6	4556	4063525	0.8020	76.00	detected	2	4177	7012	yes
SRR12247681	45	norm_c6	6	7	3985844	0.7866	72.00	detected	2	4166	7012	yes
SRR12247681	45	norm_c8	8	42	4317610	0.8521	78.00	detected	2	4247	7012	yes
SRR12247681	45	norm_c8	8	4556	4036044	0.7965	76.00	detected	2	4273	7012	yes
SRR12247681	45	norm_c8	8	7	3855112	0.7608	72.00	detected	2	4292	7012	yes
SRR12247681	54	legacy	0	42	53287	0.0105	NA	NA	NA	NA	NA	no
SRR12247681	54	legacy	0	4556	50787	0.0100	NA	NA	NA	NA	NA	no
SRR12247681	54	legacy	0	7	45788	0.0090	NA	NA	NA	NA	NA	no
SRR12247681	54	norm_c1	1	42	5089488	1.0044	65.00	detected	1	2350	5843	yes
SRR12247681	54	norm_c1	1	4556	5291279	1.0443	70.00	detected	1	2312	5843	yes
SRR12247681	54	norm_c1	1	7	5323251	1.0506	70.00	detected	1	2314	5843	yes
SRR12247681	54	norm_c2	2	42	4915228	0.9700	65.00	detected	1	3066	5843	yes
SRR12247681	54	norm_c2	2	4556	4667674	0.9212	70.00	detected	1	3037	5843	yes
SRR12247681	54	norm_c2	2	7	4435723	0.8754	70.00	detected	1	3069	5843	yes
SRR12247681	54	norm_c3	3	42	4344278	0.8574	65.00	detected	1	3222	5843	yes
SRR12247681	54	norm_c3	3	4556	4435450	0.8754	70.00	detected	1	3228	5843	yes
SRR12247681	54	norm_c3	3	7	4219558	0.8328	70.00	detected	1	3230	5843	yes
SRR12247681	54	norm_c4	4	42	4306672	0.8499	65.00	detected	1	3291	5843	yes
SRR12247681	54	norm_c4	4	4556	4290981	0.8468	70.00	detected	1	3293	5843	yes
SRR12247681	54	norm_c4	4	7	4291657	0.8470	70.00	detected	1	3313	5843	yes
SRR12247681	54	norm_c6	6	42	4347850	0.8581	65.00	detected	1	3376	5843	yes
SRR12247681	54	norm_c6	6	4556	4164873	0.8220	70.00	detected	1	3397	5843	yes
SRR12247681	54	norm_c6	6	7	4263188	0.8414	70.00	detected	1	3393	5843	yes
SRR12247681	54	norm_c8	8	42	4166516	0.8223	65.00	detected	1	3481	5843	yes
SRR12247681	54	norm_c8	8	4556	4217981	0.8324	70.00	detected	1	3482	5843	yes
SRR12247681	54	norm_c8	8	7	4008430	0.7911	70.00	detected	1	3478	5843	yes
SRR12247681	9	legacy	0	42	42487	0.0084	NA	NA	NA	NA	NA	no
SRR12247681	9	legacy	0	4556	45635	0.0090	NA	NA	NA	NA	NA	no
SRR12247681	9	legacy	0	7	46690	0.0092	NA	NA	NA	NA	NA	no
SRR12247681	9	norm_c1	1	42	4629894	0.9137	69.00	detected	5	14579	35057	yes
SRR12247681	9	norm_c1	1	4556	4630965	0.9139	74.00	detected	5	14629	35057	yes
SRR12247681	9	norm_c1	1	7	4753016	0.9380	74.00	detected	6	15844	35057	yes
SRR12247681	9	norm_c2	2	42	4347991	0.8581	69.00	detected	5	18239	35057	yes
SRR12247681	9	norm_c2	2	4556	4761091	0.9396	74.00	detected	5	18263	35057	yes
SRR12247681	9	norm_c2	2	7	4159710	0.8209	74.00	detected	6	18610	35057	yes
SRR12247681	9	norm_c3	3	42	4292748	0.8472	69.00	detected	5	18875	35057	yes
SRR12247681	9	norm_c3	3	4556	4770807	0.9415	74.00	detected	5	18927	35057	yes
SRR12247681	9	norm_c3	3	7	4317838	0.8521	74.00	detected	6	19092	35057	yes
SRR12247681	9	norm_c4	4	42	4386353	0.8657	69.00	detected	5	19216	35057	yes
SRR12247681	9	norm_c4	4	4556	4480280	0.8842	74.00	detected	5	19199	35057	yes
SRR12247681	9	norm_c4	4	7	4472344	0.8826	74.00	detected	6	19482	35057	yes
SRR12247681	9	norm_c6	6	42	4170088	0.8230	69.00	detected	5	19801	35057	yes
SRR12247681	9	norm_c6	6	4556	4287705	0.8462	74.00	detected	5	19745	35057	yes
SRR12247681	9	norm_c6	6	7	4298190	0.8483	74.00	detected	6	20017	35057	yes
SRR12247681	9	norm_c8	8	42	4043086	0.7979	69.00	detected	5	20213	35057	yes
SRR12247681	9	norm_c8	8	4556	4398721	0.8681	74.00	detected	5	20187	35057	yes
SRR12247681	9	norm_c8	8	7	4534980	0.8950	74.00	detected	6	20501	35057	yes
SRR26715166	1	legacy	0	42	720507	0.3172	NA	NA	NA	NA	NA	no
SRR26715166	1	legacy	0	4556	552363	0.2432	NA	NA	NA	NA	NA	no
SRR26715166	1	legacy	0	7	510686	0.2248	NA	NA	NA	NA	NA	no
