group	run	truth_percentile
nanopore	SRR19165762	52.90
nanopore	SRR19165765	56.91
nanopore	SRR19165766	53.47
nanopore	SRR19165768	56.32
nanopore	SRR19165774	65.75
nanopore	SRR19165776	54.85
nanopore	SRR19165786	55.05
nanopore	SRR19165787	47.52
nanopore	SRR19165789	47.05
nanopore	SRR19165795	51.30
nanopore	SRR19165797	50.69
nanopore	SRR19165805	57.84
nanopore	SRR19165806	57.53
nanopore	SRR19165809	59.37
nanopore	SRR19165811	58.90
nanopore	SRR19165826	51.42
nanopore	SRR19169392	26.19
nanopore	SRR19169393	28.12
nanopore	SRR19169394	41.53
nanopore	SRR19324999	54.27
nanopore	SRR19325000	48.91
nanopore	SRR19328590	44.00
nanopore	SRR19328962	67.28
nanopore	SRR19329821	57.28
nanopore	SRR19331786	42.61
nanopore	SRR19331789	45.79
nanopore	SRR19349781	39.26
nanopore	SRR19349782	42.22
nanopore	SRR19349784	40.11
nanopore	SRR19349785	33.37
nanopore	SRR19349794	39.30
nanopore	SRR19349796	42.70
nanopore	SRR19349814	41.05
nanopore	SRR19349815	46.31
nanopore	SRR19349820	41.64
nanopore	SRR19349821	49.17
nanopore	SRR19349828	38.05
nanopore	SRR19349832	40.04
nanopore	SRR19349836	43.96
nanopore	SRR19349841	43.02
nanopore	SRR19349846	40.92
nanopore	SRR19349849	42.46
nanopore	SRR19349850	42.46
nanopore	SRR19349851	43.30
nanopore	SRR19357507	47.42
nanopore	SRR19357509	46.73
nanopore	SRR19357511	43.31
nanopore	SRR19357515	47.32
nanopore	SRR19357516	46.65
nanopore	SRR19357517	45.70
nanopore	SRR19357518	46.48
nanopore	SRR19357522	42.77
nanopore	SRR19357527	48.15
nanopore	SRR19357532	49.24
nanopore	SRR19357536	45.97
nanopore	SRR19357547	52.64
nanopore	SRR19357548	45.75
nanopore	SRR19357553	51.54
nanopore	SRR19357554	45.24
nanopore	SRR19357572	48.41
nanopore	SRR19357573	43.34
nanopore	SRR19357574	41.26
nanopore	SRR19369650	44.74
nanopore	SRR19409820	31.70
nanopore	SRR19433003	55.83
nanopore	SRR19445089	39.51
nanopore	SRR19523863	30.27
nanopore	SRR19573022	51.45
nanopore	SRR19612266	52.48
nanopore	SRR19612275	38.03
nanopore	SRR19612277	48.45
nanopore	SRR19612278	46.52
nanopore	SRR19612280	38.41
nanopore	SRR19612282	49.90
nanopore	SRR19612284	44.90
nanopore	SRR19612287	36.06
nanopore	SRR19612289	40.47
nanopore	SRR19725955	41.45
nanopore	SRR19761443	47.02
nanopore	SRR19761445	46.23
nanopore	SRR19816770	49.20
nanopore	SRR19816785	44.29
nanopore	SRR19816788	44.55
nanopore	SRR19816789	47.83
nanopore	SRR19816796	46.19
nanopore	SRR19816800	46.11
nanopore	SRR19816801	46.14
nanopore	SRR19816803	41.57
nanopore	SRR19816809	49.03
nanopore	SRR19816813	48.59
nanopore	SRR19816818	40.40
nanopore	SRR19816822	44.53
nanopore	SRR19816828	44.51
nanopore	SRR19816837	47.60
nanopore	SRR19816838	46.45
nanopore	SRR19816839	42.19
nanopore	SRR19816842	55.32
nanopore	SRR19816847	50.06
nanopore	SRR19820501	43.89
nanopore	SRR19820502	45.16
nanopore	SRR19820504	49.11
nanopore	SRR19820506	46.89
nanopore	SRR19820513	57.22
nanopore	SRR19820519	45.98
nanopore	SRR19820520	45.60
nanopore	SRR19820522	45.15
nanopore	SRR19820523	44.03
nanopore	SRR19820526	47.93
nanopore	SRR19820527	46.54
nanopore	SRR19820532	47.83
nanopore	SRR19820535	47.20
nanopore	SRR19820537	50.09
nanopore	SRR19820538	56.83
nanopore	SRR19820541	58.25
nanopore	SRR19820546	53.91
nanopore	SRR19820549	45.33
nanopore	SRR19820555	43.42
nanopore	SRR19820556	43.07
nanopore	SRR19820561	44.07
nanopore	SRR19820563	45.99
nanopore	SRR19820564	44.11
nanopore	SRR19820565	49.26
nanopore	SRR19820566	50.20
nanopore	SRR19820570	49.01
nanopore	SRR19820582	47.55
nanopore	SRR19820596	47.88
nanopore	SRR19820602	49.81
nanopore	SRR19820604	42.95
nanopore	SRR19820605	45.23
nanopore	SRR19820607	51.35
nanopore	SRR19820608	43.68
nanopore	SRR19820613	38.06
nanopore	SRR19820616	49.77
nanopore	SRR19820620	49.75
nanopore	SRR19820621	50.08
nanopore	SRR19820622	46.99
nanopore	SRR19820625	49.28
nanopore	SRR19820634	44.24
nanopore	SRR19820639	49.40
nanopore	SRR19820641	40.62
nanopore	SRR19820647	42.38
nanopore	SRR19820649	57.22
nanopore	SRR19820654	48.21
nanopore	SRR19820658	39.23
nanopore	SRR19820660	59.55
nanopore	SRR19820668	46.36
nanopore	SRR19820670	47.00
nanopore	SRR19820674	45.70
nanopore	SRR19820680	43.37
nanopore	SRR19820686	44.29
nanopore	SRR19820687	44.73
nanopore	SRR19820692	48.78
nanopore	SRR19820697	46.13
nanopore	SRR19820698	53.49
nanopore	SRR19820699	52.12
nanopore	SRR19820704	49.18
nanopore	SRR19820708	45.72
nanopore	SRR19820710	55.31
nanopore	SRR19820712	41.69
nanopore	SRR19820714	47.13
nanopore	SRR19820716	47.40
nanopore	SRR19820717	44.23
nanopore	SRR19820720	47.09
nanopore	SRR19820722	49.06
nanopore	SRR19820723	45.91
nanopore	SRR19843264	43.52
nanopore	SRR19843275	46.27
nanopore	SRR19843276	50.92
nanopore	SRR19843278	44.49
nanopore	SRR19843287	50.42
nanopore	SRR19843290	41.40
nanopore	SRR19843305	43.18
nanopore	SRR19843306	40.88
nanopore	SRR19843307	45.13
nanopore	SRR19843308	44.74
nanopore	SRR19843309	43.86
nanopore	SRR19843319	43.28
nanopore	SRR19843321	44.43
nanopore	SRR19843325	49.10
nanopore	SRR19843327	50.75
nanopore	SRR19843328	49.81
nanopore	SRR19843335	45.85
nanopore	SRR19843337	44.77
nanopore	SRR19843338	43.73
nanopore	SRR19843344	55.46
nanopore	SRR19843346	44.21
nanopore	SRR19843355	47.14
nanopore	SRR19843357	45.26
nanopore	SRR19843362	45.55
nanopore	SRR19843368	46.63
nanopore	SRR19843372	49.84
nanopore	SRR19843374	42.27
nanopore	SRR19843376	47.49
nanopore	SRR19843378	42.78
nanopore	SRR19843394	43.25
nanopore	SRR19843399	45.66
nanopore	SRR19843404	44.39
nanopore	SRR19843405	46.03
nanopore	SRR19843408	46.89
nanopore	SRR19843428	42.93
nanopore	SRR19905847	67.04
nanopore	SRR19969260	37.59
nanopore	SRR19974005	61.10
nanopore	SRR19974024	57.20
nanopore	SRR19975617	45.48
nanopore	SRR19975622	48.77
nanopore	SRR19977213	65.43
nanopore	SRR19977218	60.65
nanopore	SRR19977219	55.09
nanopore	SRR19977224	32.93
nanopore	SRR19977225	71.13
nanopore	SRR20000763	54.66
nanopore	SRR20001172	46.99
nanopore	SRR20020692	39.14
nanopore	SRR20046040	41.24
nanopore	SRR20046042	30.62
nanopore	SRR20076306	48.57
nanopore	SRR20082805	38.11
nanopore	SRR20082812	42.08
nanopore	SRR20140463	58.04
nanopore	SRR20140614	45.81
nanopore	SRR20336622	43.37
nanopore	SRR20336623	39.11
nanopore	SRR20414474	39.54
nanopore	SRR20461782	23.29
nanopore	SRR20461783	36.64
nanopore	SRR20632761	53.07
nanopore	SRR20852345	58.85
nanopore	SRR20852780	67.25
nanopore	SRR20853546	73.87
nanopore	SRR20980344	23.27
nanopore	SRR20999547	33.92
nanopore	SRR21026239	59.09
nanopore	SRR21074465	49.40
nanopore	SRR21131455	52.87
nanopore	SRR21131463	52.52
nanopore	SRR21133412	48.38
nanopore	SRR21133413	47.67
nanopore	SRR21133416	44.70
nanopore	SRR21143302	55.88
nanopore	SRR21197995	48.94
nanopore	SRR21198992	48.03
nanopore	SRR21224253	49.32
nanopore	SRR21292614	39.11
nanopore	SRR21293168	38.37
nanopore	SRR21294699	37.72
nanopore	SRR21295027	50.21
nanopore	SRR21295096	45.69
nanopore	SRR21295172	47.98
nanopore	SRR21362308	46.61
nanopore	SRR21362310	49.36
nanopore	SRR21362311	48.67
nanopore	SRR21362313	48.84
nanopore	SRR21362323	48.84
nanopore	SRR21362339	46.24
nanopore	SRR21362340	44.03
nanopore	SRR21362341	49.60
nanopore	SRR21362347	44.11
nanopore	SRR21362360	48.08
nanopore	SRR21362364	48.36
nanopore	SRR21362367	44.31
nanopore	SRR21362373	57.41
nanopore	SRR21362377	50.86
nanopore	SRR21362382	43.51
nanopore	SRR21362399	44.79
nanopore	SRR21362400	42.54
nanopore	SRR21362401	43.27
nanopore	SRR21362415	43.59
nanopore	SRR21362419	49.27
nanopore	SRR21362423	57.45
nanopore	SRR21415537	52.17
nanopore	SRR21415541	43.20
nanopore	SRR21415542	48.52
nanopore	SRR21415548	43.38
nanopore	SRR21415549	43.44
nanopore	SRR21415563	42.66
nanopore	SRR21415564	42.12
nanopore	SRR21415565	39.23
nanopore	SRR21415572	51.91
nanopore	SRR21415577	42.49
nanopore	SRR21415580	38.85
nanopore	SRR21415591	42.07
nanopore	SRR21415598	41.78
nanopore	SRR21415602	44.11
nanopore	SRR21415612	43.64
nanopore	SRR21415616	48.27
nanopore	SRR21415622	39.82
nanopore	SRR21415625	41.80
nanopore	SRR21415627	40.51
nanopore	SRR21415632	42.65
nanopore	SRR21415633	39.26
nanopore	SRR21415634	45.82
nanopore	SRR21415635	43.37
nanopore	SRR21415666	40.01
nanopore	SRR21415673	43.50
nanopore	SRR21415674	41.57
nanopore	SRR21415680	39.27
nanopore	SRR21415681	39.55
nanopore	SRR21415683	53.66
nanopore	SRR21415690	42.04
nanopore	SRR21415693	32.68
nanopore	SRR21415696	48.52
nanopore	SRR21415697	40.07
nanopore	SRR21415698	37.05
nanopore	SRR21415702	42.36
nanopore	SRR21415709	42.68
nanopore	SRR21415710	49.98
nanopore	SRR21415715	42.53
nanopore	SRR21415721	42.45
nanopore	SRR21415725	36.47
nanopore	SRR21415729	44.19
nanopore	SRR21415737	44.33
nanopore	SRR21415741	38.71
nanopore	SRR21415743	42.18
nanopore	SRR21415746	43.46
nanopore	SRR21415751	47.57
nanopore	SRR21415752	45.65
nanopore	SRR21415754	34.64
nanopore	SRR21415758	39.83
nanopore	SRR21415763	41.29
nanopore	SRR21415765	44.06
nanopore	SRR21415769	44.41
nanopore	SRR21415773	44.11
nanopore	SRR21415780	44.58
nanopore	SRR21415781	42.88
nanopore	SRR21415782	40.29
nanopore	SRR21415791	43.65
nanopore	SRR21415792	45.18
nanopore	SRR21415807	37.77
nanopore	SRR21415813	43.73
nanopore	SRR21415816	42.73
nanopore	SRR21415831	36.02
nanopore	SRR21415836	38.51
nanopore	SRR21415838	42.13
nanopore	SRR21415840	44.77
nanopore	SRR21415841	43.83
nanopore	SRR21415851	41.88
nanopore	SRR21415854	40.29
nanopore	SRR21415855	37.84
nanopore	SRR21415858	39.56
nanopore	SRR21415863	48.85
nanopore	SRR21415866	36.62
nanopore	SRR21415869	42.38
nanopore	SRR21415882	41.25
nanopore	SRR21415883	36.26
nanopore	SRR21415884	37.75
nanopore	SRR21415888	47.21
nanopore	SRR21415892	46.02
nanopore	SRR21415895	40.06
nanopore	SRR21415896	39.50
nanopore	SRR21415897	39.85
nanopore	SRR21415898	41.12
nanopore	SRR21415899	43.25
nanopore	SRR21415900	40.75
nanopore	SRR21415906	45.18
nanopore	SRR21415909	41.41
nanopore	SRR21415914	36.95
nanopore	SRR21415916	36.37
nanopore	SRR21415919	34.70
nanopore	SRR21415922	39.42
nanopore	SRR21415924	41.94
nanopore	SRR21415925	36.52
nanopore	SRR21415926	44.52
nanopore	SRR21415928	46.92
nanopore	SRR21415929	38.13
nanopore	SRR21415935	31.38
nanopore	SRR21415938	53.12
nanopore	SRR21415945	45.86
nanopore	SRR21415946	44.08
nanopore	SRR21415947	44.87
nanopore	SRR21415952	43.14
nanopore	SRR21415958	41.02
nanopore	SRR21415959	41.82
nanopore	SRR21415964	36.63
nanopore	SRR21415966	43.22
nanopore	SRR21415968	36.92
nanopore	SRR21415981	37.56
nanopore	SRR21416000	40.87
nanopore	SRR21416002	49.52
nanopore	SRR21416007	40.24
nanopore	SRR21416008	41.91
nanopore	SRR21416010	41.25
nanopore	SRR21416014	39.92
nanopore	SRR21416017	56.10
nanopore	SRR21416021	44.78
nanopore	SRR21416032	41.64
nanopore	SRR21416037	41.05
nanopore	SRR21416045	37.55
nanopore	SRR21416050	41.97
nanopore	SRR21416055	44.12
nanopore	SRR21416064	34.67
nanopore	SRR21416065	35.25
nanopore	SRR21416069	46.37
nanopore	SRR21416071	32.41
nanopore	SRR21416077	49.62
nanopore	SRR21416093	38.69
nanopore	SRR21416096	40.04
nanopore	SRR21416098	43.46
nanopore	SRR21416106	45.33
nanopore	SRR21416109	47.44
nanopore	SRR21416120	42.66
nanopore	SRR21416121	41.15
nanopore	SRR21416122	40.94
nanopore	SRR21416126	44.66
nanopore	SRR21416127	41.80
nanopore	SRR21416131	36.76
nanopore	SRR21416134	43.89
nanopore	SRR21416137	42.36
nanopore	SRR21416139	44.85
nanopore	SRR21416140	51.79
nanopore	SRR21439827	41.10
nanopore	SRR21440766	34.94
nanopore	SRR21449954	47.38
nanopore	SRR21449956	46.84
nanopore	SRR21449959	48.38
nanopore	SRR21449962	58.17
nanopore	SRR21449963	49.27
nanopore	SRR21449964	55.35
nanopore	SRR21449968	51.25
nanopore	SRR21465134	34.57
nanopore	SRR21465135	32.10
nanopore	SRR21465136	45.84
nanopore	SRR21465137	45.36
nanopore	SRR21465138	40.26
nanopore	SRR21465140	38.28
nanopore	SRR21465926	52.74
nanopore	SRR21472839	60.45
nanopore	SRR21473046	63.04
nanopore	SRR21539842	56.62
nanopore	SRR21539843	58.67
nanopore	SRR21547805	45.10
nanopore	SRR21547808	46.66
nanopore	SRR21560188	54.26
nanopore	SRR21563324	51.57
nanopore	SRR21563325	57.47
nanopore	SRR21563327	51.46
nanopore	SRR21563328	57.54
nanopore	SRR21563330	57.46
nanopore	SRR21563331	54.47
nanopore	SRR21563332	42.64
nanopore	SRR21563334	43.21
nanopore	SRR21563335	57.38
nanopore	SRR21563336	44.14
nanopore	SRR21563337	52.28
nanopore	SRR21563338	59.22
nanopore	SRR21563341	56.74
nanopore	SRR21563342	47.13
nanopore	SRR21563343	53.27
nanopore	SRR21563346	53.90
nanopore	SRR21563347	46.34
nanopore	SRR21563351	48.39
nanopore	SRR21563356	49.91
nanopore	SRR21563357	50.82
nanopore	SRR21563359	52.41
nanopore	SRR21563360	53.22
nanopore	SRR21563363	51.98
nanopore	SRR21563364	52.45
nanopore	SRR21563365	53.20
nanopore	SRR21563366	52.34
nanopore	SRR21563373	59.61
nanopore	SRR21563376	45.43
nanopore	SRR21563385	40.46
nanopore	SRR21563387	49.84
nanopore	SRR21563395	39.83
nanopore	SRR21563410	47.69
nanopore	SRR21563411	48.96
nanopore	SRR21563416	49.11
nanopore	SRR21563417	44.74
nanopore	SRR21563419	37.22
nanopore	SRR21563420	46.52
nanopore	SRR21563425	48.54
nanopore	SRR21563427	52.29
nanopore	SRR21563428	52.54
nanopore	SRR21563430	45.31
nanopore	SRR21563438	53.70
nanopore	SRR21563440	51.37
nanopore	SRR21563444	48.25
nanopore	SRR21563446	39.76
nanopore	SRR21563447	57.06
nanopore	SRR21563460	53.25
nanopore	SRR21563464	43.02
nanopore	SRR21563468	57.07
nanopore	SRR21563469	44.85
nanopore	SRR21563470	56.62
nanopore	SRR21563471	54.52
nanopore	SRR21563472	58.23
nanopore	SRR21563473	58.49
nanopore	SRR21563494	51.10
nanopore	SRR21563495	52.93
nanopore	SRR21563497	52.11
nanopore	SRR21563498	53.17
nanopore	SRR21563500	51.15
nanopore	SRR21563501	52.14
nanopore	SRR21563516	56.70
nanopore	SRR21563517	53.28
nanopore	SRR21563520	48.35
nanopore	SRR21563525	54.56
nanopore	SRR21563528	42.75
nanopore	SRR21563531	54.74
nanopore	SRR21563544	55.11
nanopore	SRR21563545	54.10
nanopore	SRR21606644	39.56
nanopore	SRR21607164	37.11
nanopore	SRR21607166	35.80
nanopore	SRR21629963	57.82
nanopore	SRR21629967	54.80
nanopore	SRR21629969	51.71
nanopore	SRR21629970	61.32
nanopore	SRR21629973	49.77
nanopore	SRR21629975	49.39
nanopore	SRR21629978	62.65
nanopore	SRR21629982	52.23
nanopore	SRR21629984	50.72
nanopore	SRR21629986	43.99
nanopore	SRR21629988	53.68
nanopore	SRR21629989	55.17
nanopore	SRR21629991	52.16
nanopore	SRR21629992	41.11
nanopore	SRR21629993	54.04
nanopore	SRR21629995	52.99
nanopore	SRR21629996	56.76
nanopore	SRR21629999	53.67
nanopore	SRR21630005	48.96
nanopore	SRR21630006	55.18
nanopore	SRR21630008	52.96
nanopore	SRR21630009	52.92
nanopore	SRR21630010	56.06
nanopore	SRR21630012	52.64
nanopore	SRR21630013	55.44
nanopore	SRR21630015	55.46
nanopore	SRR21630042	49.03
nanopore	SRR21630046	48.72
nanopore	SRR21630048	48.52
nanopore	SRR21630059	53.52
nanopore	SRR21630061	52.71
nanopore	SRR21630065	56.64
nanopore	SRR21630069	50.00
nanopore	SRR21630070	48.17
nanopore	SRR21630072	52.96
nanopore	SRR21630075	53.13
nanopore	SRR21630077	56.28
nanopore	SRR21630078	58.30
nanopore	SRR21630081	54.67
nanopore	SRR21630087	55.86
nanopore	SRR21630096	55.55
nanopore	SRR21630099	53.95
nanopore	SRR21630100	54.63
nanopore	SRR21630102	60.17
nanopore	SRR21630103	51.91
nanopore	SRR21630104	54.33
nanopore	SRR21630106	51.66
nanopore	SRR21630107	56.41
nanopore	SRR21630111	41.98
nanopore	SRR21630113	45.83
nanopore	SRR21630116	39.57
nanopore	SRR21630119	52.13
nanopore	SRR21630120	60.85
nanopore	SRR21630121	50.38
nanopore	SRR21630122	63.70
nanopore	SRR21630127	58.51
nanopore	SRR21630128	51.82
nanopore	SRR21630132	53.70
nanopore	SRR21630133	51.04
nanopore	SRR21630136	29.24
nanopore	SRR21630137	53.69
nanopore	SRR21630139	51.97
nanopore	SRR21630141	29.61
nanopore	SRR21630142	55.98
nanopore	SRR21630143	64.69
nanopore	SRR21630146	48.96
nanopore	SRR21630151	61.55
nanopore	SRR21630156	55.59
nanopore	SRR21630205	64.91
nanopore	SRR21630207	65.23
nanopore	SRR21630214	47.49
nanopore	SRR21630215	51.58
nanopore	SRR21630216	49.42
nanopore	SRR21630219	44.30
nanopore	SRR21630221	57.56
nanopore	SRR21630224	42.73
nanopore	SRR21630226	47.35
nanopore	SRR21630232	54.01
nanopore	SRR21630234	50.24
nanopore	SRR21630235	55.39
nanopore	SRR21630242	48.73
nanopore	SRR21630247	47.14
nanopore	SRR21630249	53.32
nanopore	SRR21630250	49.49
nanopore	SRR21630273	63.90
nanopore	SRR21630297	53.07
nanopore	SRR21630298	51.61
nanopore	SRR21630301	50.33
nanopore	SRR21630302	48.78
nanopore	SRR21630304	50.64
nanopore	SRR21630306	57.35
nanopore	SRR21630308	61.24
nanopore	SRR21630309	54.62
nanopore	SRR21630310	54.52
nanopore	SRR21630311	43.85
nanopore	SRR21630312	56.50
nanopore	SRR21630313	52.26
nanopore	SRR21630316	48.12
nanopore	SRR21630318	52.01
nanopore	SRR21630319	57.58
nanopore	SRR21630322	38.75
nanopore	SRR21630324	22.13
nanopore	SRR21630328	55.66
nanopore	SRR21630329	52.67
nanopore	SRR21630333	47.77
nanopore	SRR21630334	51.05
nanopore	SRR21630335	56.73
nanopore	SRR21630336	49.55
nanopore	SRR21630341	52.04
nanopore	SRR21630344	51.32
nanopore	SRR21630345	42.88
nanopore	SRR21630347	58.14
nanopore	SRR21630351	59.70
nanopore	SRR21630353	51.21
nanopore	SRR21630355	61.97
nanopore	SRR21630357	64.68
nanopore	SRR21630358	27.38
nanopore	SRR21630361	55.76
nanopore	SRR21630366	63.25
nanopore	SRR21630367	34.04
nanopore	SRR21630369	57.07
nanopore	SRR21630370	61.02
nanopore	SRR21630392	54.00
nanopore	SRR21630398	57.24
nanopore	SRR21630401	53.82
nanopore	SRR21630403	36.64
nanopore	SRR21630404	52.86
nanopore	SRR21630405	53.67
nanopore	SRR21630409	53.47
nanopore	SRR21630411	63.82
nanopore	SRR21630414	47.97
nanopore	SRR21630416	52.20
nanopore	SRR21630419	52.56
nanopore	SRR21630426	51.63
nanopore	SRR21630427	44.96
nanopore	SRR21630428	48.75
nanopore	SRR21630429	45.48
nanopore	SRR21630432	61.49
nanopore	SRR21630435	51.51
nanopore	SRR21630436	51.68
nanopore	SRR21630437	55.20
nanopore	SRR21630440	52.33
nanopore	SRR21630443	59.74
nanopore	SRR21630444	50.68
nanopore	SRR21630446	51.15
nanopore	SRR21630449	43.90
nanopore	SRR21630450	55.94
nanopore	SRR21630451	52.24
nanopore	SRR21630452	52.46
nanopore	SRR21630453	51.40
nanopore	SRR21630455	54.33
nanopore	SRR21630456	54.45
nanopore	SRR21630457	52.76
nanopore	SRR21630459	51.82
nanopore	SRR21630461	56.44
nanopore	SRR21634502	30.91
nanopore	SRR21669490	50.28
nanopore	SRR21680729	35.38
nanopore	SRR21680731	29.80
nanopore	SRR21680749	39.96
nanopore	SRR21680817	45.86
nanopore	SRR21681206	50.12
nanopore	SRR21696209	53.15
nanopore	SRR21696227	46.24
nanopore	SRR21696269	33.96
nanopore	SRR21696270	52.80
nanopore	SRR21696305	50.58
nanopore	SRR21696306	52.28
nanopore	SRR21696307	49.92
nanopore	SRR21696311	41.10
nanopore	SRR21696312	40.81
nanopore	SRR21696315	58.32
nanopore	SRR21696318	48.28
nanopore	SRR21696319	53.86
nanopore	SRR21696320	54.21
nanopore	SRR21696321	49.40
nanopore	SRR21696324	53.05
nanopore	SRR21696326	40.01
nanopore	SRR21696328	48.50
nanopore	SRR21696331	48.42
nanopore	SRR21696333	47.34
nanopore	SRR21696337	57.51
nanopore	SRR21696338	60.51
nanopore	SRR21696339	50.68
nanopore	SRR21696340	56.05
nanopore	SRR21696341	52.97
nanopore	SRR21696342	49.19
nanopore	SRR21696345	57.86
nanopore	SRR21696348	39.64
nanopore	SRR21696349	50.83
nanopore	SRR21696350	47.47
nanopore	SRR21696351	39.64
nanopore	SRR21696352	51.50
nanopore	SRR21696354	49.94
nanopore	SRR21696355	53.18
nanopore	SRR21696356	47.94
nanopore	SRR21696358	51.53
nanopore	SRR21696359	58.05
nanopore	SRR21696361	43.15
nanopore	SRR21696376	60.93
nanopore	SRR21696379	46.12
nanopore	SRR21696381	46.27
nanopore	SRR21696382	53.02
nanopore	SRR21696383	49.69
nanopore	SRR21696384	42.38
nanopore	SRR21696387	48.60
nanopore	SRR21696388	63.48
nanopore	SRR21696389	36.77
nanopore	SRR21696391	50.88
nanopore	SRR21696392	46.98
nanopore	SRR21696393	48.07
nanopore	SRR21696394	46.29
nanopore	SRR21696395	41.60
nanopore	SRR21696396	43.38
nanopore	SRR21696397	50.72
nanopore	SRR21696399	51.72
nanopore	SRR21696400	31.10
nanopore	SRR21696401	47.59
nanopore	SRR21696405	43.77
nanopore	SRR21696406	55.70
nanopore	SRR21696408	42.59
nanopore	SRR21696409	43.97
nanopore	SRR21696410	61.12
nanopore	SRR21696411	48.13
nanopore	SRR21696415	56.59
nanopore	SRR21696417	43.40
nanopore	SRR21696422	39.35
nanopore	SRR21696424	37.15
nanopore	SRR21696425	24.38
nanopore	SRR21696426	67.31
nanopore	SRR21696429	33.35
nanopore	SRR21696431	55.57
nanopore	SRR21696435	41.45
nanopore	SRR21696436	33.55
nanopore	SRR21696437	47.83
nanopore	SRR21696442	32.61
nanopore	SRR21696444	43.86
nanopore	SRR21696445	50.21
nanopore	SRR21696446	48.68
nanopore	SRR21696447	45.25
nanopore	SRR21696453	58.82
nanopore	SRR21696454	41.53
nanopore	SRR21696468	60.73
nanopore	SRR21696469	50.51
nanopore	SRR21696470	68.69
nanopore	SRR21696471	46.15
nanopore	SRR21696472	50.20
nanopore	SRR21696475	50.63
nanopore	SRR21696476	42.88
nanopore	SRR21696477	36.34
nanopore	SRR21696482	51.29
nanopore	SRR21696484	53.22
nanopore	SRR21696486	42.48
nanopore	SRR21696491	37.07
nanopore	SRR21696492	45.84
nanopore	SRR21696495	56.88
nanopore	SRR21696501	51.59
nanopore	SRR21696530	74.53
nanopore	SRR21696536	51.34
nanopore	SRR21696539	61.05
nanopore	SRR21696540	52.48
nanopore	SRR21696542	52.18
nanopore	SRR21696543	55.89
nanopore	SRR21696545	51.18
nanopore	SRR21696546	58.01
nanopore	SRR21696549	46.83
nanopore	SRR21696550	49.09
nanopore	SRR21696551	38.31
nanopore	SRR21696553	56.33
nanopore	SRR21696554	38.23
nanopore	SRR21696556	44.31
nanopore	SRR21696558	34.58
nanopore	SRR21696559	36.98
nanopore	SRR21696584	47.03
nanopore	SRR21696608	63.06
nanopore	SRR21696630	42.15
nanopore	SRR21696638	56.43
nanopore	SRR21696646	63.01
nanopore	SRR21696673	57.33
nanopore	SRR21700513	48.52
nanopore	SRR21713686	49.94
nanopore	SRR21713687	56.20
nanopore	SRR21713688	57.64
nanopore	SRR21719209	41.70
nanopore	SRR21817393	32.26
nanopore	SRR21820701	47.95
nanopore	SRR21836795	48.20
nanopore	SRR21836799	52.48
nanopore	SRR21851309	56.66
nanopore	SRR21857881	67.04
nanopore	SRR21864871	57.13
nanopore	SRR21864875	24.91
nanopore	SRR21887502	48.47
nanopore	SRR21890344	60.20
nanopore	SRR21902429	53.38
nanopore	SRR21979969	43.85
nanopore	SRR22015155	40.28
nanopore	SRR22028292	38.26
nanopore	SRR22028405	49.30
nanopore	SRR22031414	50.36
nanopore	SRR22048717	37.96
nanopore	SRR22085551	49.86
nanopore	SRR22198850	27.59
nanopore	SRR22198852	28.66
nanopore	SRR22212336	67.24
nanopore	SRR22225499	52.09
nanopore	SRR22225501	50.44
nanopore	SRR22226934	41.14
nanopore	SRR22226935	51.62
nanopore	SRR22226936	48.34
nanopore	SRR22229513	36.77
nanopore	SRR22229515	30.51
nanopore	SRR22250794	41.08
nanopore	SRR22306553	44.60
nanopore	SRR22340637	30.21
nanopore	SRR22420521	28.30
nanopore	SRR22475575	57.58
nanopore	SRR22502663	35.80
nanopore	SRR22523853	49.33
nanopore	SRR22533691	31.77
nanopore	SRR22533695	31.89
nanopore	SRR22533696	42.32
nanopore	SRR22533697	42.13
nanopore	SRR22533731	34.53
nanopore	SRR22533733	42.90
nanopore	SRR22533734	21.24
nanopore	SRR22533738	51.62
nanopore	SRR22533743	35.12
nanopore	SRR22533744	36.11
nanopore	SRR22533747	41.41
nanopore	SRR22533750	40.30
nanopore	SRR22533753	49.99
nanopore	SRR22533754	39.46
nanopore	SRR22533755	36.80
nanopore	SRR22554282	56.86
nanopore	SRR22574257	47.89
nanopore	SRR22580996	52.89
nanopore	SRR22689963	43.44
nanopore	SRR22705160	43.54
nanopore	SRR22823170	15.57
nanopore	SRR22938818	42.71
nanopore	SRR22997614	48.62
nanopore	SRR22997615	50.97
nanopore	SRR22997619	51.52
nanopore	SRR22997623	52.10
nanopore	SRR23030856	59.43
nanopore	SRR23033285	44.25
nanopore	SRR23044206	54.80
nanopore	SRR23044210	62.57
nanopore	SRR23044215	52.81
nanopore	SRR23044219	64.47
nanopore	SRR23044222	69.13
nanopore	SRR23044223	71.77
nanopore	SRR23092355	64.55
nanopore	SRR23097117	24.84
nanopore	SRR23111340	36.78
nanopore	SRR23148050	56.45
nanopore	SRR23148051	52.64
nanopore	SRR23148057	55.20
nanopore	SRR23148060	56.58
nanopore	SRR23190563	37.11
nanopore	SRR23190621	41.57
nanopore	SRR23190625	45.78
nanopore	SRR23290063	34.58
nanopore	SRR23290064	43.46
nanopore	SRR23290065	53.09
nanopore	SRR23325988	93.27
nanopore	SRR23329172	95.67
nanopore	SRR23365104	47.92
nanopore	SRR23385478	32.79
