group	run	truth_percentile
pacbio	SRR13674408	28.26
pacbio	SRR13674440	22.94
pacbio	SRR13674457	33.14
pacbio	SRR13674459	34.59
pacbio	SRR13674460	24.06
pacbio	SRR13674462	26.83
pacbio	SRR13674464	21.55
pacbio	SRR13837247	52.12
pacbio	SRR14069006	50.38
pacbio	SRR14069081	47.10
pacbio	SRR14069623	42.56
pacbio	SRR14075991	29.01
pacbio	SRR14103433	44.32
pacbio	SRR14108820	29.81
pacbio	SRR14108825	39.51
pacbio	SRR14108827	35.02
pacbio	SRR14140347	31.33
pacbio	SRR14181225	7.03
pacbio	SRR14294771	57.85
pacbio	SRR14294773	56.82
pacbio	SRR14294776	61.41
pacbio	SRR14294777	56.70
pacbio	SRR14294779	33.24
pacbio	SRR14294782	37.05
pacbio	SRR14294783	40.91
pacbio	SRR14294785	60.86
pacbio	SRR14294788	66.85
pacbio	SRR14294789	57.81
pacbio	SRR14318404	36.67
pacbio	SRR14417043	32.96
pacbio	SRR14419376	36.39
pacbio	SRR14419378	48.81
pacbio	SRR14419384	29.36
pacbio	SRR14419388	24.51
pacbio	SRR14458708	36.83
pacbio	SRR14619782	9.54
pacbio	SRR14621278	8.85
pacbio	SRR14621967	9.20
pacbio	SRR14693196	25.13
pacbio	SRR14693198	24.01
pacbio	SRR14757211	41.03
pacbio	SRR14757212	41.18
pacbio	SRR14757213	35.66
pacbio	SRR14757215	38.99
pacbio	SRR14757216	42.18
pacbio	SRR14757217	37.28
pacbio	SRR14757218	40.91
pacbio	SRR14757219	43.00
pacbio	SRR14757220	37.73
pacbio	SRR14757221	36.68
pacbio	SRR14757222	40.44
pacbio	SRR14757224	35.79
pacbio	SRR14867659	30.45
pacbio	SRR15032814	53.96
pacbio	SRR15032816	55.15
pacbio	SRR15032817	53.06
pacbio	SRR15070654	17.57
pacbio	SRR15070656	21.60
pacbio	SRR15075397	30.50
pacbio	SRR15075399	27.66
pacbio	SRR15075400	26.36
pacbio	SRR15075449	32.46
pacbio	SRR15075454	30.28
pacbio	SRR15075462	25.08
pacbio	SRR15076203	32.41
pacbio	SRR15076260	28.23
pacbio	SRR15076386	28.33
pacbio	SRR15076581	26.77
pacbio	SRR15076584	19.90
pacbio	SRR15076596	18.64
pacbio	SRR15076597	22.53
pacbio	SRR15076623	24.68
pacbio	SRR15076625	21.38
pacbio	SRR15076628	26.23
pacbio	SRR15076629	19.47
pacbio	SRR15076632	24.57
pacbio	SRR15079688	19.61
pacbio	SRR15079691	26.54
pacbio	SRR15079693	19.16
pacbio	SRR15079695	20.50
pacbio	SRR15079697	22.70
pacbio	SRR15079699	17.46
pacbio	SRR15079701	24.53
pacbio	SRR15139186	31.73
pacbio	SRR15140980	34.75
pacbio	SRR15171257	36.87
pacbio	SRR15195250	52.00
pacbio	SRR15244009	27.68
pacbio	SRR15291770	47.88
pacbio	SRR15291771	38.63
pacbio	SRR15390434	51.69
pacbio	SRR15390484	52.84
pacbio	SRR15521836	12.85
pacbio	SRR15521837	23.65
pacbio	SRR15521842	15.02
pacbio	SRR15521844	12.98
pacbio	SRR15521845	12.72
pacbio	SRR15530284	19.44
pacbio	SRR15540408	3.04
pacbio	SRR15540421	4.67
pacbio	SRR15600651	39.46
pacbio	SRR15616890	23.89
pacbio	SRR15674694	28.20
pacbio	SRR15683928	36.69
pacbio	SRR15838435	13.05
pacbio	SRR15871657	27.39
pacbio	SRR15959708	25.92
pacbio	SRR16016662	37.28
pacbio	SRR16089729	32.47
pacbio	SRR16089745	48.85
pacbio	SRR16089767	27.56
pacbio	SRR16089769	45.57
pacbio	SRR16089773	41.52
pacbio	SRR16089781	45.41
pacbio	SRR16089785	43.98
pacbio	SRR16089787	49.60
pacbio	SRR16089789	44.96
pacbio	SRR16089793	52.58
pacbio	SRR16089794	41.62
pacbio	SRR16089807	47.45
pacbio	SRR16093181	36.42
pacbio	SRR16093182	35.27
pacbio	SRR16093183	35.40
pacbio	SRR16178825	21.72
pacbio	SRR16249240	21.05
pacbio	SRR16249248	24.25
pacbio	SRR16249284	35.68
pacbio	SRR16249301	31.49
pacbio	SRR16249313	33.45
pacbio	SRR16249315	23.63
pacbio	SRR16249366	16.62
pacbio	SRR16249368	13.96
pacbio	SRR16251405	24.77
pacbio	SRR16251406	20.85
pacbio	SRR16251409	14.16
pacbio	SRR16251423	25.14
pacbio	SRR16251444	16.05
pacbio	SRR16259016	30.53
pacbio	SRR16259204	32.87
pacbio	SRR16259360	27.27
pacbio	SRR16259583	25.40
pacbio	SRR16259731	19.51
pacbio	SRR16263410	25.92
pacbio	SRR16263412	17.96
pacbio	SRR16263435	24.61
pacbio	SRR16308509	15.52
pacbio	SRR16494726	33.94
pacbio	SRR16494727	40.05
pacbio	SRR16494730	34.82
pacbio	SRR16631313	82.05
pacbio	SRR16676985	44.23
pacbio	SRR16676988	44.37
pacbio	SRR16767125	80.86
pacbio	SRR16805543	44.33
pacbio	SRR16950002	36.58
pacbio	SRR16950003	34.84
pacbio	SRR16950004	40.97
pacbio	SRR16950006	43.97
pacbio	SRR16950007	40.09
pacbio	SRR16950008	38.73
pacbio	SRR16950009	47.33
pacbio	SRR16962373	34.77
pacbio	SRR16962374	39.57
pacbio	SRR16962375	41.63
pacbio	SRR16962376	36.92
pacbio	SRR16962377	35.83
pacbio	SRR16962378	35.87
pacbio	SRR16962380	36.63
pacbio	SRR16962382	25.70
pacbio	SRR16962383	32.68
pacbio	SRR16962385	34.73
pacbio	SRR16962387	32.60
pacbio	SRR16962389	36.83
pacbio	SRR16962390	42.72
pacbio	SRR16962391	35.55
pacbio	SRR16962393	40.55
pacbio	SRR16962394	41.89
pacbio	SRR16962395	44.85
pacbio	SRR16962396	37.67
pacbio	SRR16962397	40.88
pacbio	SRR16962400	42.94
pacbio	SRR16962406	41.76
pacbio	SRR16962407	34.81
pacbio	SRR16962408	42.43
pacbio	SRR16972384	15.17
pacbio	SRR17000714	8.80
pacbio	SRR17115571	13.05
pacbio	SRR17117120	24.93
pacbio	SRR17117122	21.44
pacbio	SRR17117123	18.21
pacbio	SRR17117164	25.64
pacbio	SRR17117182	33.73
pacbio	SRR17118586	34.61
pacbio	SRR17118588	31.78
pacbio	SRR17119282	26.16
pacbio	SRR17122010	25.54
pacbio	SRR17124527	30.30
pacbio	SRR17124529	24.34
pacbio	SRR17124558	30.51
pacbio	SRR17126946	22.57
pacbio	SRR17126948	18.30
pacbio	SRR17133875	26.71
pacbio	SRR17188519	83.26
pacbio	SRR17234886	2.35
pacbio	SRR17234888	2.22
pacbio	SRR17234894	1.47
pacbio	SRR17234895	0.99
pacbio	SRR17234896	1.18
pacbio	SRR17234900	1.99
pacbio	SRR17234903	1.25
pacbio	SRR17284493	7.11
pacbio	SRR17284691	13.57
pacbio	SRR17390676	50.04
pacbio	SRR17665523	35.74
pacbio	SRR17782760	25.64
pacbio	SRR17841630	36.22
pacbio	SRR17853485	35.74
pacbio	SRR17873538	14.33
pacbio	SRR18010266	47.85
pacbio	SRR18120112	33.86
pacbio	SRR18206676	19.06
pacbio	SRR18206677	15.65
pacbio	SRR18299176	24.18
pacbio	SRR18299177	26.79
pacbio	SRR18299183	24.66
pacbio	SRR18299185	26.78
pacbio	SRR18299186	22.40
pacbio	SRR18299189	24.58
pacbio	SRR18299192	26.22
pacbio	SRR18371756	25.77
pacbio	SRR18425953	34.02
pacbio	SRR18476736	23.76
pacbio	SRR18904150	40.96
pacbio	SRR18904155	47.46
pacbio	SRR18918020	8.46
pacbio	SRR19160253	43.86
pacbio	SRR19205248	10.88
pacbio	SRR19519852	33.82
pacbio	SRR19519855	24.92
pacbio	SRR19519856	35.00
pacbio	SRR19519859	35.03
pacbio	SRR19519874	31.10
pacbio	SRR19519875	32.53
pacbio	SRR19519886	42.51
pacbio	SRR19519887	25.99
pacbio	SRR19519889	32.66
pacbio	SRR19519893	33.99
pacbio	SRR19519894	28.51
pacbio	SRR19519903	38.29
pacbio	SRR19519904	27.39
pacbio	SRR19519905	36.59
pacbio	SRR19519906	27.27
pacbio	SRR19519907	35.39
pacbio	SRR19519908	33.61
pacbio	SRR19519909	37.50
pacbio	SRR19519924	34.06
pacbio	SRR19519925	38.79
pacbio	SRR19519933	31.14
pacbio	SRR19519935	24.64
pacbio	SRR19519936	36.33
pacbio	SRR19519939	28.78
pacbio	SRR19519940	31.32
pacbio	SRR19570818	46.78
pacbio	SRR19572345	21.88
pacbio	SRR19646378	54.59
pacbio	SRR19646389	54.78
pacbio	SRR19646390	53.64
pacbio	SRR19646391	54.74
pacbio	SRR19646392	55.77
pacbio	SRR19646394	52.64
pacbio	SRR19646395	58.13
pacbio	SRR19646396	57.20
pacbio	SRR19807560	3.38
pacbio	SRR19880591	34.85
pacbio	SRR20280882	34.43
pacbio	SRR20280883	32.34
pacbio	SRR20280884	36.83
pacbio	SRR20280886	21.51
pacbio	SRR20280887	26.17
pacbio	SRR20280888	28.60
pacbio	SRR20280891	15.71
pacbio	SRR20280894	31.43
pacbio	SRR20746747	37.53
pacbio	SRR20907454	8.83
pacbio	SRR20950142	31.09
pacbio	SRR21079302	31.18
pacbio	SRR21079304	23.78
pacbio	SRR21131590	32.92
pacbio	SRR21133403	17.29
pacbio	SRR21133406	26.23
pacbio	SRR21133407	22.64
pacbio	SRR21166831	45.70
pacbio	SRR21276823	30.82
pacbio	SRR21285060	19.61
pacbio	SRR21285063	25.79
pacbio	SRR21285064	22.15
pacbio	SRR21295163	54.18
pacbio	SRR2132330	17.94
pacbio	SRR21430004	52.07
pacbio	SRR21563152	39.02
pacbio	SRR21601282	28.21
pacbio	SRR2163058	17.94
pacbio	SRR21643318	38.47
pacbio	SRR21672106	17.51
pacbio	SRR21731845	10.36
pacbio	SRR21793358	31.90
pacbio	SRR22007585	25.66
pacbio	SRR22007588	20.30
pacbio	SRR22077206	57.40
pacbio	SRR22094550	39.63
pacbio	SRR22094552	43.69
pacbio	SRR22094554	44.56
pacbio	SRR22094555	41.35
pacbio	SRR22253723	29.67
pacbio	SRR22253726	32.05
pacbio	SRR22253727	33.42
pacbio	SRR22253728	32.18
pacbio	SRR22272752	24.98
pacbio	SRR22381796	18.47
pacbio	SRR22381797	17.69
pacbio	SRR22805145	20.86
pacbio	SRR22805297	21.18
pacbio	SRR22809568	50.08
pacbio	SRR22840785	40.18
pacbio	SRR22876607	6.50
pacbio	SRR22876612	7.50
pacbio	SRR22984656	33.55
pacbio	SRR23086700	19.30
pacbio	SRR23095539	58.09
pacbio	SRR23518000	20.97
pacbio	SRR23518001	12.58
pacbio	SRR23525315	64.48
pacbio	SRR23525317	55.24
pacbio	SRR23538270	13.79
pacbio	SRR23562243	26.56
pacbio	SRR23562248	25.07
pacbio	SRR23636845	21.86
pacbio	SRR23692898	31.11
pacbio	SRR23697208	55.31
pacbio	SRR23852394	26.43
pacbio	SRR23891542	18.38
pacbio	SRR23952291	57.08
pacbio	SRR23952319	54.88
pacbio	SRR24003359	6.19
pacbio	SRR24105536	11.14
pacbio	SRR24105538	9.40
pacbio	SRR24105540	10.23
pacbio	SRR24332397	51.37
pacbio	SRR24356093	32.52
pacbio	SRR24363119	12.94
pacbio	SRR24363120	16.69
pacbio	SRR24363422	12.19
pacbio	SRR24498229	50.40
pacbio	SRR24633660	27.47
pacbio	SRR24653076	52.85
pacbio	SRR24831249	38.98
pacbio	SRR25013904	35.74
pacbio	SRR25041725	39.21
pacbio	SRR25113362	34.26
pacbio	SRR25120112	27.69
pacbio	SRR25366715	43.04
pacbio	SRR25775191	34.71
pacbio	SRR25775193	34.90
pacbio	SRR25775195	40.63
pacbio	SRR25835575	32.63
pacbio	SRR25916648	56.66
pacbio	SRR26205285	13.32
pacbio	SRR26302840	68.58
pacbio	SRR26302841	55.31
pacbio	SRR26305322	34.50
pacbio	SRR26305326	31.34
pacbio	SRR26364401	55.29
pacbio	SRR26382609	58.50
pacbio	SRR26435097	33.08
pacbio	SRR26435099	36.38
pacbio	SRR26435101	39.63
pacbio	SRR26473444	15.32
pacbio	SRR26794288	15.46
pacbio	SRR26795840	23.61
pacbio	SRR26804258	21.01
pacbio	SRR26937449	50.58
pacbio	SRR26961105	53.20
pacbio	SRR26961106	52.70
pacbio	SRR27033692	60.45
pacbio	SRR27033702	70.80
pacbio	SRR27033706	60.78
pacbio	SRR27033711	60.43
pacbio	SRR27033717	50.81
pacbio	SRR27033720	54.44
pacbio	SRR27272519	2.47
pacbio	SRR27467497	33.55
pacbio	SRR27467500	26.15
pacbio	SRR27467501	25.73
pacbio	SRR27467502	32.20
pacbio	SRR27467503	28.98
pacbio	SRR27467504	28.53
pacbio	SRR27467505	26.02
pacbio	SRR27467508	26.53
pacbio	SRR27467509	30.40
pacbio	SRR27467511	27.89
pacbio	SRR27467529	30.13
pacbio	SRR27467545	28.59
pacbio	SRR27467549	31.87
pacbio	SRR27467552	31.28
pacbio	SRR27467554	31.03
pacbio	SRR27467576	28.85
pacbio	SRR27467579	31.78
pacbio	SRR27467584	32.64
pacbio	SRR27467586	29.46
pacbio	SRR27558654	34.51
pacbio	SRR27638605	57.87
pacbio	SRR27695013	37.17
pacbio	SRR27704963	39.05
pacbio	SRR27704964	36.03
pacbio	SRR27704967	41.59
pacbio	SRR27726272	70.28
pacbio	SRR27956926	57.32
pacbio	SRR28019343	30.10
pacbio	SRR28037804	32.68
pacbio	SRR28037811	6.56
pacbio	SRR28129708	57.27
pacbio	SRR28257190	32.04
pacbio	SRR28257202	19.27
pacbio	SRR28257217	34.86
pacbio	SRR28257223	35.84
pacbio	SRR28257226	34.45
pacbio	SRR28257243	18.99
pacbio	SRR28257247	34.60
pacbio	SRR28257255	34.67
pacbio	SRR28518279	25.92
pacbio	SRR28552087	27.99
pacbio	SRR28558243	50.75
pacbio	SRR28576149	58.57
pacbio	SRR28579936	33.37
pacbio	SRR28580445	56.41
pacbio	SRR28595544	60.66
pacbio	SRR28679068	56.40
pacbio	SRR28720844	26.71
pacbio	SRR28730575	29.71
pacbio	SRR28779488	38.00
pacbio	SRR28781548	41.29
pacbio	SRR28781557	43.04
pacbio	SRR28781560	39.95
pacbio	SRR28785304	63.73
pacbio	SRR28875596	58.32
pacbio	SRR29131298	34.32
pacbio	SRR29131303	34.32
pacbio	SRR29131306	33.17
pacbio	SRR29131317	27.02
pacbio	SRR29131322	31.11
pacbio	SRR2924715	30.67
pacbio	SRR2925029	28.40
pacbio	SRR29360624	38.93
pacbio	SRR29500127	61.79
pacbio	SRR29504274	68.32
pacbio	SRR29506353	55.60
pacbio	SRR29525484	50.88
pacbio	SRR29533363	52.59
pacbio	SRR29553744	48.85
pacbio	SRR29553879	58.07
pacbio	SRR29606854	71.65
pacbio	SRR29632262	55.16
pacbio	SRR29635771	55.84
pacbio	SRR29644585	68.62
pacbio	SRR29650136	50.72
pacbio	SRR29676179	50.83
pacbio	SRR29686943	60.39
pacbio	SRR29687153	58.57
pacbio	SRR29688496	57.75
pacbio	SRR29688497	55.97
pacbio	SRR29688498	80.51
pacbio	SRR29688558	60.90
pacbio	SRR29688559	59.23
pacbio	SRR29688560	67.97
pacbio	SRR29688561	58.97
pacbio	SRR29688562	61.04
pacbio	SRR29688624	57.22
pacbio	SRR29944176	27.46
pacbio	SRR30049752	12.73
pacbio	SRR30049938	29.63
pacbio	SRR30076315	32.78
pacbio	SRR30076316	10.96
pacbio	SRR30077469	42.32
pacbio	SRR30082401	9.29
pacbio	SRR30087447	48.89
pacbio	SRR30128336	56.29
pacbio	SRR30162148	68.65
pacbio	SRR30162149	83.30
pacbio	SRR3019206	20.19
pacbio	SRR30211838	31.10
pacbio	SRR30223606	55.48
pacbio	SRR30238144	59.84
pacbio	SRR30238161	67.60
pacbio	SRR30255941	22.20
pacbio	SRR30275311	33.01
pacbio	SRR3028939	19.12
pacbio	SRR30357565	81.20
pacbio	SRR30357566	82.58
pacbio	SRR30357567	79.90
pacbio	SRR30357568	81.65
pacbio	SRR3038646	15.01
pacbio	SRR3038655	17.82
pacbio	SRR3038659	23.74
pacbio	SRR30397318	66.63
pacbio	SRR30573099	51.71
pacbio	SRR30599898	7.38
pacbio	SRR30640849	63.45
pacbio	SRR30641007	62.90
pacbio	SRR3109671	18.90
pacbio	SRR3109909	14.73
pacbio	SRR3109926	24.49
pacbio	SRR3109930	41.15
pacbio	SRR3109983	17.57
pacbio	SRR3114698	23.61
pacbio	SRR3114710	36.94
pacbio	SRR3356468	25.44
pacbio	SRR3356531	27.48
pacbio	SRR3441689	46.82
pacbio	SRR3441720	0.00
pacbio	SRR3593477	22.02
pacbio	SRR3880289	25.22
pacbio	SRR3880290	21.30
pacbio	SRR3880376	21.43
pacbio	SRR3880379	15.52
pacbio	SRR3880380	13.59
pacbio	SRR4017189	52.94
pacbio	SRR4097312	32.86
pacbio	SRR4097316	32.37
pacbio	SRR4097329	36.29
pacbio	SRR4097352	42.83
pacbio	SRR4097552	32.84
pacbio	SRR4097624	38.16
pacbio	SRR4097691	35.75
pacbio	SRR4097763	31.84
pacbio	SRR4300073	30.62
pacbio	SRR4300075	13.41
pacbio	SRR5066061	5.37
pacbio	SRR5179548	32.56
pacbio	SRR5282539	28.40
pacbio	SRR5320247	20.27
pacbio	SRR5320430	21.09
pacbio	SRR5362220	0.00
pacbio	SRR5362225	0.00
pacbio	SRR5400280	0.00
pacbio	SRR5440732	0.00
pacbio	SRR5635116	32.98
pacbio	SRR5810498	27.55
pacbio	SRR5810500	19.35
pacbio	SRR5826156	2.23
pacbio	SRR5829677	1.57
pacbio	SRR5829729	0.00
pacbio	SRR5855230	38.41
pacbio	SRR5949107	13.53
pacbio	SRR5949108	17.04
pacbio	SRR6008331	17.26
pacbio	SRR6029562	30.26
pacbio	SRR6331514	0.00
pacbio	SRR6413814	16.04
pacbio	SRR6515889	8.84
pacbio	SRR6635820	12.54
pacbio	SRR6635822	12.72
pacbio	SRR6742499	16.89
pacbio	SRR6825087	7.67
pacbio	SRR6982907	15.68
pacbio	SRR6982908	11.00
pacbio	SRR6982909	24.35
pacbio	SRR6982910	30.96
pacbio	SRR6982911	26.79
pacbio	SRR6982912	29.20
pacbio	SRR6982913	30.36
pacbio	SRR6982914	24.44
pacbio	SRR6982915	20.22
pacbio	SRR6982916	42.22
pacbio	SRR6982917	42.60
pacbio	SRR6982918	39.20
pacbio	SRR6982919	28.94
pacbio	SRR6982920	31.16
pacbio	SRR6982921	29.73
pacbio	SRR6982922	31.74
pacbio	SRR6982923	37.11
pacbio	SRR6982924	32.66
pacbio	SRR6982925	36.11
pacbio	SRR6982926	36.64
pacbio	SRR6982927	12.17
pacbio	SRR6982928	18.83
pacbio	SRR6982929	43.40
pacbio	SRR6982931	29.54
pacbio	SRR6982932	12.32
pacbio	SRR6982933	49.68
pacbio	SRR6982934	30.97
pacbio	SRR6982935	34.63
pacbio	SRR6982936	37.02
pacbio	SRR6982937	17.37
pacbio	SRR6982938	30.57
pacbio	SRR6982939	39.18
pacbio	SRR6982940	34.73
pacbio	SRR6982941	34.95
pacbio	SRR6982942	35.15
pacbio	SRR6982943	44.75
pacbio	SRR6982945	28.68
pacbio	SRR6985643	0.00
pacbio	SRR6985735	1.30
pacbio	SRR7183053	1.71
pacbio	SRR7183054	1.90
pacbio	SRR7183055	4.18
pacbio	SRR7205491	34.91
pacbio	SRR7640589	22.86
pacbio	SRR7640590	28.51
pacbio	SRR7640788	7.01
pacbio	SRR7668116	12.16
pacbio	SRR7686016	10.52
pacbio	SRR7686591	26.07
pacbio	SRR7692455	8.77
pacbio	SRR7692458	10.17
pacbio	SRR7692459	12.23
pacbio	SRR7692460	9.73
pacbio	SRR7692504	10.93
pacbio	SRR7692507	14.49
pacbio	SRR7721906	0.00
pacbio	SRR7781231	9.35
pacbio	SRR7817081	34.78
pacbio	SRR7971250	0.81
pacbio	SRR7971259	5.69
pacbio	SRR8105427	34.37
pacbio	SRR8258035	66.91
pacbio	SRR8283322	65.69
pacbio	SRR8293886	37.51
pacbio	SRR8305981	11.27
pacbio	SRR8305998	20.39
pacbio	SRR8306355	16.53
pacbio	SRR8306745	19.61
pacbio	SRR8327213	26.22
pacbio	SRR8362596	19.53
pacbio	SRR8362597	25.26
pacbio	SRR8362616	36.32
pacbio	SRR8362618	17.97
pacbio	SRR8362621	32.07
pacbio	SRR8362625	26.56
pacbio	SRR8362631	20.08
pacbio	SRR8365815	4.67
pacbio	SRR8416122	5.60
pacbio	SRR8416224	10.93
pacbio	SRR8489231	21.95
pacbio	SRR8489233	20.35
pacbio	SRR8489307	25.24
pacbio	SRR8489315	21.06
pacbio	SRR8549120	25.06
pacbio	SRR8549885	22.95
pacbio	SRR8618952	42.21
pacbio	SRR8893068	24.64
pacbio	SRR8961732	23.70
pacbio	SRR8984467	1.96
pacbio	SRR8989648	2.47
pacbio	SRR9027110	30.93
pacbio	SRR9043820	3.91
pacbio	SRR9052984	30.15
pacbio	SRR9056840	37.35
pacbio	SRR9119442	2.45
pacbio	SRR9119443	2.28
pacbio	SRR9150091	1.48
pacbio	SRR9176580	1.82
pacbio	SRR9313687	10.21
pacbio	SRR9588640	17.75
pacbio	SRR9609586	7.86
pacbio	SRR9641469	1.22
pacbio	SRR9693851	20.38
pacbio	SRR9694229	16.75
pacbio	SRR9701318	1.97
pacbio	SRR9701320	12.30
pacbio	SRR9794369	3.58
pacbio	SRR9822117	27.79
pacbio	SRR9861703	55.30
pacbio	SRR9887248	22.25
