group	lower_pct	upper_pct	coverage	mean_width_rel	median_width_rel
nanopore	1	51	0.7062	0.7934	0.7852
nanopore	1	52	0.7411	0.8020	0.7928
nanopore	1	53	0.7767	0.8108	0.8009
nanopore	1	54	0.8185	0.8198	0.8091
nanopore	1	55	0.8436	0.8290	0.8183
nanopore	1	56	0.8728	0.8381	0.8265
nanopore	1	57	0.8967	0.8476	0.8353
nanopore	1	58	0.9226	0.8572	0.8439
nanopore	1	59	0.9364	0.8670	0.8526
nanopore	1	60	0.9489	0.8770	0.8617
nanopore	1	61	0.9575	0.8872	0.8713
nanopore	1	62	0.9676	0.8976	0.8811
nanopore	1	63	0.9708	0.9083	0.8909
nanopore	1	64	0.9769	0.9193	0.9003
nanopore	1	65	0.9818	0.9305	0.9102
nanopore	1	66	0.9854	0.9422	0.9211
nanopore	1	67	0.9866	0.9540	0.9324
nanopore	1	68	0.9895	0.9664	0.9432
nanopore	1	69	0.9911	0.9791	0.9548
nanopore	1	70	0.9923	0.9922	0.9662
nanopore	1	71	0.9923	1.0059	0.9775
nanopore	1	72	0.9931	1.0201	0.9896
nanopore	1	73	0.9943	1.0350	1.0036
nanopore	1	74	0.9955	1.0505	1.0170
nanopore	1	75	0.9959	1.0665	1.0305
nanopore	1	76	0.9959	1.0834	1.0444
nanopore	1	77	0.9968	1.1011	1.0606
nanopore	1	78	0.9972	1.1198	1.0773
nanopore	1	79	0.9972	1.1396	1.0931
nanopore	1	80	0.9976	1.1607	1.1128
nanopore	1	81	0.9976	1.1836	1.1311
nanopore	1	82	0.9976	1.2077	1.1513
nanopore	1	83	0.9980	1.2334	1.1726
nanopore	1	84	0.9984	1.2614	1.1956
nanopore	1	85	0.9984	1.2913	1.2213
nanopore	1	86	0.9984	1.3243	1.2484
nanopore	1	87	0.9984	1.3606	1.2748
nanopore	1	88	0.9984	1.4011	1.3038
nanopore	1	89	0.9988	1.4473	1.3394
nanopore	1	90	0.9988	1.5002	1.3777
nanopore	1	91	0.9992	1.5607	1.4234
nanopore	1	92	0.9992	1.6311	1.4777
nanopore	1	93	0.9992	1.7181	1.5389
nanopore	1	94	0.9996	1.8278	1.6177
nanopore	1	95	0.9996	1.9706	1.7209
nanopore	1	96	1.0000	2.1755	1.8544
nanopore	1	97	1.0000	2.4737	2.0539
nanopore	1	98	1.0000	3.0104	2.4007
nanopore	1	99	1.0000	4.2969	3.3791
nanopore	2	51	0.7062	0.7044	0.6895
nanopore	2	52	0.7411	0.7131	0.6970
nanopore	2	53	0.7767	0.7219	0.7044
nanopore	2	54	0.8185	0.7308	0.7135
nanopore	2	55	0.8436	0.7400	0.7225
nanopore	2	56	0.8728	0.7492	0.7302
nanopore	2	57	0.8967	0.7586	0.7399
nanopore	2	58	0.9226	0.7682	0.7481
nanopore	2	59	0.9364	0.7781	0.7576
nanopore	2	60	0.9489	0.7881	0.7662
nanopore	2	61	0.9575	0.7983	0.7753
nanopore	2	62	0.9676	0.8086	0.7851
nanopore	2	63	0.9708	0.8193	0.7953
nanopore	2	64	0.9769	0.8303	0.8055
nanopore	2	65	0.9818	0.8416	0.8161
nanopore	2	66	0.9854	0.8532	0.8263
nanopore	2	67	0.9866	0.8651	0.8376
nanopore	2	68	0.9895	0.8774	0.8486
nanopore	2	69	0.9911	0.8901	0.8597
nanopore	2	70	0.9923	0.9033	0.8706
nanopore	2	71	0.9923	0.9169	0.8842
nanopore	2	72	0.9931	0.9312	0.8983
nanopore	2	73	0.9943	0.9460	0.9115
nanopore	2	74	0.9955	0.9615	0.9248
nanopore	2	75	0.9959	0.9775	0.9394
nanopore	2	76	0.9959	0.9944	0.9540
nanopore	2	77	0.9968	1.0122	0.9700
nanopore	2	78	0.9972	1.0308	0.9875
nanopore	2	79	0.9972	1.0507	1.0051
nanopore	2	80	0.9976	1.0718	1.0216
nanopore	2	81	0.9976	1.0946	1.0408
nanopore	2	82	0.9976	1.1187	1.0602
nanopore	2	83	0.9980	1.1445	1.0802
nanopore	2	84	0.9984	1.1724	1.1051
nanopore	2	85	0.9984	1.2023	1.1326
nanopore	2	86	0.9984	1.2354	1.1557
nanopore	2	87	0.9984	1.2717	1.1839
nanopore	2	88	0.9984	1.3122	1.2167
nanopore	2	89	0.9988	1.3583	1.2511
nanopore	2	90	0.9988	1.4113	1.2938
nanopore	2	91	0.9992	1.4717	1.3385
nanopore	2	92	0.9992	1.5421	1.3927
nanopore	2	93	0.9992	1.6292	1.4490
nanopore	2	94	0.9996	1.7388	1.5284
nanopore	2	95	0.9996	1.8816	1.6277
nanopore	2	96	1.0000	2.0865	1.7549
nanopore	2	97	1.0000	2.3847	1.9566
nanopore	2	98	1.0000	2.9214	2.3017
nanopore	2	99	1.0000	4.2079	3.2851
nanopore	3	51	0.7058	0.6383	0.6071
nanopore	3	52	0.7407	0.6470	0.6158
nanopore	3	53	0.7763	0.6558	0.6240
nanopore	3	54	0.8181	0.6648	0.6326
nanopore	3	55	0.8432	0.6739	0.6421
nanopore	3	56	0.8724	0.6831	0.6499
nanopore	3	57	0.8963	0.6925	0.6608
nanopore	3	58	0.9222	0.7021	0.6698
nanopore	3	59	0.9360	0.7120	0.6791
nanopore	3	60	0.9485	0.7220	0.6894
nanopore	3	61	0.9571	0.7322	0.6998
nanopore	3	62	0.9672	0.7425	0.7092
nanopore	3	63	0.9704	0.7533	0.7197
nanopore	3	64	0.9765	0.7643	0.7296
nanopore	3	65	0.9814	0.7755	0.7401
nanopore	3	66	0.9850	0.7872	0.7504
nanopore	3	67	0.9862	0.7990	0.7615
nanopore	3	68	0.9891	0.8113	0.7707
nanopore	3	69	0.9907	0.8240	0.7822
nanopore	3	70	0.9919	0.8372	0.7952
nanopore	3	71	0.9919	0.8508	0.8078
nanopore	3	72	0.9927	0.8651	0.8214
nanopore	3	73	0.9939	0.8799	0.8346
nanopore	3	74	0.9951	0.8954	0.8475
nanopore	3	75	0.9955	0.9114	0.8616
nanopore	3	76	0.9955	0.9283	0.8773
nanopore	3	77	0.9964	0.9461	0.8944
nanopore	3	78	0.9968	0.9647	0.9105
nanopore	3	79	0.9968	0.9846	0.9285
nanopore	3	80	0.9972	1.0057	0.9479
nanopore	3	81	0.9972	1.0285	0.9677
nanopore	3	82	0.9972	1.0526	0.9872
nanopore	3	83	0.9976	1.0784	1.0093
nanopore	3	84	0.9980	1.1064	1.0319
nanopore	3	85	0.9980	1.1362	1.0560
nanopore	3	86	0.9980	1.1693	1.0857
nanopore	3	87	0.9980	1.2056	1.1141
nanopore	3	88	0.9980	1.2461	1.1457
nanopore	3	89	0.9984	1.2922	1.1797
nanopore	3	90	0.9984	1.3452	1.2215
nanopore	3	91	0.9988	1.4056	1.2680
nanopore	3	92	0.9988	1.4760	1.3180
nanopore	3	93	0.9988	1.5631	1.3831
nanopore	3	94	0.9992	1.6727	1.4547
nanopore	3	95	0.9992	1.8155	1.5530
nanopore	3	96	0.9996	2.0204	1.6840
nanopore	3	97	0.9996	2.3186	1.8837
nanopore	3	98	0.9996	2.8553	2.2368
nanopore	3	99	0.9996	4.1419	3.2043
nanopore	4	51	0.7050	0.5907	0.5512
nanopore	4	52	0.7399	0.5994	0.5601
nanopore	4	53	0.7755	0.6082	0.5675
nanopore	4	54	0.8173	0.6172	0.5758
nanopore	4	55	0.8424	0.6263	0.5846
nanopore	4	56	0.8716	0.6355	0.5938
nanopore	4	57	0.8955	0.6449	0.6029
nanopore	4	58	0.9214	0.6545	0.6131
nanopore	4	59	0.9352	0.6644	0.6237
nanopore	4	60	0.9477	0.6744	0.6338
nanopore	4	61	0.9562	0.6846	0.6440
nanopore	4	62	0.9664	0.6949	0.6540
nanopore	4	63	0.9696	0.7057	0.6652
nanopore	4	64	0.9757	0.7166	0.6752
nanopore	4	65	0.9806	0.7279	0.6856
nanopore	4	66	0.9842	0.7395	0.6958
nanopore	4	67	0.9854	0.7514	0.7075
nanopore	4	68	0.9882	0.7637	0.7185
nanopore	4	69	0.9899	0.7764	0.7297
nanopore	4	70	0.9911	0.7896	0.7409
nanopore	4	71	0.9911	0.8032	0.7536
nanopore	4	72	0.9919	0.8175	0.7653
nanopore	4	73	0.9931	0.8323	0.7785
nanopore	4	74	0.9943	0.8478	0.7920
nanopore	4	75	0.9947	0.8638	0.8064
nanopore	4	76	0.9947	0.8807	0.8226
nanopore	4	77	0.9955	0.8985	0.8384
nanopore	4	78	0.9959	0.9171	0.8549
nanopore	4	79	0.9959	0.9370	0.8726
nanopore	4	80	0.9964	0.9581	0.8910
nanopore	4	81	0.9964	0.9809	0.9097
nanopore	4	82	0.9964	1.0050	0.9330
nanopore	4	83	0.9968	1.0308	0.9550
nanopore	4	84	0.9972	1.0588	0.9794
nanopore	4	85	0.9972	1.0886	1.0036
nanopore	4	86	0.9972	1.1217	1.0303
nanopore	4	87	0.9972	1.1580	1.0598
nanopore	4	88	0.9972	1.1985	1.0936
nanopore	4	89	0.9976	1.2446	1.1320
nanopore	4	90	0.9976	1.2976	1.1744
nanopore	4	91	0.9980	1.3580	1.2193
nanopore	4	92	0.9980	1.4284	1.2710
nanopore	4	93	0.9980	1.5155	1.3318
nanopore	4	94	0.9984	1.6251	1.4086
nanopore	4	95	0.9984	1.7679	1.5066
nanopore	4	96	0.9988	1.9728	1.6332
nanopore	4	97	0.9988	2.2710	1.8325
nanopore	4	98	0.9988	2.8077	2.1868
nanopore	4	99	0.9988	4.0942	3.1568
nanopore	5	51	0.7050	0.5515	0.5061
nanopore	5	52	0.7399	0.5602	0.5162
nanopore	5	53	0.7755	0.5690	0.5247
nanopore	5	54	0.8173	0.5780	0.5329
nanopore	5	55	0.8424	0.5871	0.5417
nanopore	5	56	0.8716	0.5963	0.5500
nanopore	5	57	0.8955	0.6057	0.5603
nanopore	5	58	0.9214	0.6154	0.5698
nanopore	5	59	0.9352	0.6252	0.5795
nanopore	5	60	0.9477	0.6352	0.5888
nanopore	5	61	0.9562	0.6454	0.5997
nanopore	5	62	0.9664	0.6557	0.6105
nanopore	5	63	0.9696	0.6665	0.6224
nanopore	5	64	0.9757	0.6775	0.6323
nanopore	5	65	0.9806	0.6887	0.6423
nanopore	5	66	0.9842	0.7004	0.6532
nanopore	5	67	0.9854	0.7122	0.6644
nanopore	5	68	0.9882	0.7245	0.6762
nanopore	5	69	0.9899	0.7372	0.6875
nanopore	5	70	0.9911	0.7504	0.6996
nanopore	5	71	0.9911	0.7640	0.7122
nanopore	5	72	0.9919	0.7783	0.7266
nanopore	5	73	0.9931	0.7931	0.7395
nanopore	5	74	0.9943	0.8086	0.7522
nanopore	5	75	0.9947	0.8246	0.7648
nanopore	5	76	0.9947	0.8415	0.7800
nanopore	5	77	0.9955	0.8593	0.7967
nanopore	5	78	0.9959	0.8779	0.8135
nanopore	5	79	0.9959	0.8978	0.8308
nanopore	5	80	0.9964	0.9189	0.8492
nanopore	5	81	0.9964	0.9417	0.8700
nanopore	5	82	0.9964	0.9658	0.8901
nanopore	5	83	0.9968	0.9916	0.9133
nanopore	5	84	0.9972	1.0196	0.9357
nanopore	5	85	0.9972	1.0494	0.9613
nanopore	5	86	0.9972	1.0825	0.9899
nanopore	5	87	0.9972	1.1188	1.0198
nanopore	5	88	0.9972	1.1593	1.0526
nanopore	5	89	0.9976	1.2054	1.0932
nanopore	5	90	0.9976	1.2584	1.1353
nanopore	5	91	0.9980	1.3188	1.1830
nanopore	5	92	0.9980	1.3892	1.2302
nanopore	5	93	0.9980	1.4763	1.2931
nanopore	5	94	0.9984	1.5859	1.3734
nanopore	5	95	0.9984	1.7287	1.4648
nanopore	5	96	0.9988	1.9337	1.5926
nanopore	5	97	0.9988	2.2318	1.7948
nanopore	5	98	0.9988	2.7685	2.1442
nanopore	5	99	0.9988	4.0551	3.1256
nanopore	6	51	0.7046	0.5182	0.4700
nanopore	6	52	0.7395	0.5269	0.4787
nanopore	6	53	0.7751	0.5357	0.4878
nanopore	6	54	0.8169	0.5447	0.4977
nanopore	6	55	0.8420	0.5538	0.5075
nanopore	6	56	0.8712	0.5630	0.5170
nanopore	6	57	0.8951	0.5725	0.5253
nanopore	6	58	0.9210	0.5821	0.5351
nanopore	6	59	0.9348	0.5919	0.5452
nanopore	6	60	0.9473	0.6019	0.5542
nanopore	6	61	0.9558	0.6121	0.5644
nanopore	6	62	0.9660	0.6224	0.5744
nanopore	6	63	0.9692	0.6332	0.5844
nanopore	6	64	0.9753	0.6442	0.5945
nanopore	6	65	0.9801	0.6554	0.6059
nanopore	6	66	0.9838	0.6671	0.6175
nanopore	6	67	0.9850	0.6789	0.6294
nanopore	6	68	0.9878	0.6912	0.6417
nanopore	6	69	0.9895	0.7039	0.6531
nanopore	6	70	0.9907	0.7171	0.6659
nanopore	6	71	0.9907	0.7308	0.6773
nanopore	6	72	0.9915	0.7450	0.6915
nanopore	6	73	0.9927	0.7598	0.7054
nanopore	6	74	0.9939	0.7754	0.7186
nanopore	6	75	0.9943	0.7914	0.7327
nanopore	6	76	0.9943	0.8082	0.7471
nanopore	6	77	0.9951	0.8260	0.7626
nanopore	6	78	0.9955	0.8446	0.7781
nanopore	6	79	0.9955	0.8645	0.7959
nanopore	6	80	0.9959	0.8856	0.8154
nanopore	6	81	0.9959	0.9084	0.8345
nanopore	6	82	0.9959	0.9325	0.8558
nanopore	6	83	0.9964	0.9583	0.8786
nanopore	6	84	0.9968	0.9863	0.9015
nanopore	6	85	0.9968	1.0161	0.9266
nanopore	6	86	0.9968	1.0492	0.9559
nanopore	6	87	0.9968	1.0855	0.9865
nanopore	6	88	0.9968	1.1260	1.0191
nanopore	6	89	0.9972	1.1722	1.0565
nanopore	6	90	0.9972	1.2251	1.1013
nanopore	6	91	0.9976	1.2855	1.1485
nanopore	6	92	0.9976	1.3560	1.2017
nanopore	6	93	0.9976	1.4430	1.2623
nanopore	6	94	0.9980	1.5526	1.3344
nanopore	6	95	0.9980	1.6954	1.4315
nanopore	6	96	0.9984	1.9004	1.5634
nanopore	6	97	0.9984	2.1985	1.7574
nanopore	6	98	0.9984	2.7352	2.1097
nanopore	6	99	0.9984	4.0218	3.0917
nanopore	7	51	0.7038	0.4893	0.4423
nanopore	7	52	0.7387	0.4979	0.4510
nanopore	7	53	0.7743	0.5067	0.4606
nanopore	7	54	0.8160	0.5157	0.4690
nanopore	7	55	0.8412	0.5249	0.4783
nanopore	7	56	0.8703	0.5340	0.4878
nanopore	7	57	0.8942	0.5435	0.4968
nanopore	7	58	0.9202	0.5531	0.5063
nanopore	7	59	0.9340	0.5629	0.5147
nanopore	7	60	0.9465	0.5729	0.5248
nanopore	7	61	0.9550	0.5831	0.5339
nanopore	7	62	0.9652	0.5935	0.5439
nanopore	7	63	0.9684	0.6042	0.5551
nanopore	7	64	0.9745	0.6152	0.5654
nanopore	7	65	0.9793	0.6264	0.5764
nanopore	7	66	0.9830	0.6381	0.5881
nanopore	7	67	0.9842	0.6500	0.5994
nanopore	7	68	0.9870	0.6623	0.6113
nanopore	7	69	0.9887	0.6750	0.6224
nanopore	7	70	0.9899	0.6881	0.6350
nanopore	7	71	0.9899	0.7018	0.6472
nanopore	7	72	0.9907	0.7160	0.6599
nanopore	7	73	0.9919	0.7309	0.6738
nanopore	7	74	0.9931	0.7464	0.6876
nanopore	7	75	0.9935	0.7624	0.7021
nanopore	7	76	0.9935	0.7793	0.7162
nanopore	7	77	0.9943	0.7970	0.7309
nanopore	7	78	0.9947	0.8157	0.7480
nanopore	7	79	0.9947	0.8355	0.7673
nanopore	7	80	0.9951	0.8566	0.7870
nanopore	7	81	0.9951	0.8795	0.8059
nanopore	7	82	0.9951	0.9036	0.8271
nanopore	7	83	0.9955	0.9294	0.8500
nanopore	7	84	0.9959	0.9573	0.8725
nanopore	7	85	0.9959	0.9872	0.8985
nanopore	7	86	0.9959	1.0202	0.9275
nanopore	7	87	0.9959	1.0565	0.9572
nanopore	7	88	0.9959	1.0970	0.9918
nanopore	7	89	0.9964	1.1432	1.0292
nanopore	7	90	0.9964	1.1961	1.0711
nanopore	7	91	0.9968	1.2566	1.1168
nanopore	7	92	0.9968	1.3270	1.1723
nanopore	7	93	0.9968	1.4140	1.2340
nanopore	7	94	0.9972	1.5237	1.3082
nanopore	7	95	0.9972	1.6665	1.4034
nanopore	7	96	0.9976	1.8714	1.5355
nanopore	7	97	0.9976	2.1696	1.7351
nanopore	7	98	0.9976	2.7063	2.0824
nanopore	7	99	0.9976	3.9928	3.0665
nanopore	8	51	0.7022	0.4637	0.4179
nanopore	8	52	0.7370	0.4724	0.4263
nanopore	8	53	0.7727	0.4812	0.4353
nanopore	8	54	0.8144	0.4902	0.4444
nanopore	8	55	0.8395	0.4993	0.4530
nanopore	8	56	0.8687	0.5085	0.4612
nanopore	8	57	0.8926	0.5179	0.4700
nanopore	8	58	0.9186	0.5275	0.4798
nanopore	8	59	0.9323	0.5374	0.4889
nanopore	8	60	0.9449	0.5474	0.4984
nanopore	8	61	0.9534	0.5576	0.5091
nanopore	8	62	0.9635	0.5679	0.5197
nanopore	8	63	0.9668	0.5787	0.5311
nanopore	8	64	0.9729	0.5897	0.5411
nanopore	8	65	0.9777	0.6009	0.5517
nanopore	8	66	0.9814	0.6125	0.5624
nanopore	8	67	0.9826	0.6244	0.5735
nanopore	8	68	0.9854	0.6367	0.5849
nanopore	8	69	0.9870	0.6494	0.5956
nanopore	8	70	0.9882	0.6626	0.6072
nanopore	8	71	0.9882	0.6762	0.6206
nanopore	8	72	0.9891	0.6905	0.6337
nanopore	8	73	0.9903	0.7053	0.6471
nanopore	8	74	0.9915	0.7208	0.6619
nanopore	8	75	0.9919	0.7368	0.6760
nanopore	8	76	0.9919	0.7537	0.6908
nanopore	8	77	0.9927	0.7715	0.7068
nanopore	8	78	0.9931	0.7901	0.7239
nanopore	8	79	0.9931	0.8100	0.7421
nanopore	8	80	0.9935	0.8311	0.7617
nanopore	8	81	0.9935	0.8539	0.7808
nanopore	8	82	0.9935	0.8780	0.8004
nanopore	8	83	0.9939	0.9038	0.8231
nanopore	8	84	0.9943	0.9318	0.8467
nanopore	8	85	0.9943	0.9616	0.8714
nanopore	8	86	0.9943	0.9947	0.9018
nanopore	8	87	0.9943	1.0310	0.9312
nanopore	8	88	0.9943	1.0715	0.9660
nanopore	8	89	0.9947	1.1176	1.0022
nanopore	8	90	0.9947	1.1706	1.0445
nanopore	8	91	0.9951	1.2310	1.0919
nanopore	8	92	0.9951	1.3014	1.1445
nanopore	8	93	0.9951	1.3885	1.2061
nanopore	8	94	0.9955	1.4981	1.2823
nanopore	8	95	0.9955	1.6409	1.3802
nanopore	8	96	0.9959	1.8458	1.5105
nanopore	8	97	0.9959	2.1440	1.7112
nanopore	8	98	0.9959	2.6807	2.0548
nanopore	8	99	0.9959	3.9673	3.0407
nanopore	9	51	0.7014	0.4406	0.3938
nanopore	9	52	0.7362	0.4493	0.4025
nanopore	9	53	0.7719	0.4581	0.4113
nanopore	9	54	0.8136	0.4671	0.4198
nanopore	9	55	0.8387	0.4762	0.4286
nanopore	9	56	0.8679	0.4854	0.4376
nanopore	9	57	0.8918	0.4948	0.4474
nanopore	9	58	0.9177	0.5044	0.4566
nanopore	9	59	0.9315	0.5143	0.4671
nanopore	9	60	0.9441	0.5243	0.4776
nanopore	9	61	0.9526	0.5345	0.4872
nanopore	9	62	0.9627	0.5448	0.4979
nanopore	9	63	0.9660	0.5556	0.5076
nanopore	9	64	0.9720	0.5666	0.5173
nanopore	9	65	0.9769	0.5778	0.5276
nanopore	9	66	0.9806	0.5895	0.5390
nanopore	9	67	0.9818	0.6013	0.5502
nanopore	9	68	0.9846	0.6136	0.5618
nanopore	9	69	0.9862	0.6263	0.5735
nanopore	9	70	0.9874	0.6395	0.5859
nanopore	9	71	0.9874	0.6531	0.5980
nanopore	9	72	0.9882	0.6674	0.6118
nanopore	9	73	0.9895	0.6822	0.6254
nanopore	9	74	0.9907	0.6977	0.6398
nanopore	9	75	0.9911	0.7137	0.6534
nanopore	9	76	0.9911	0.7306	0.6699
nanopore	9	77	0.9919	0.7484	0.6855
nanopore	9	78	0.9923	0.7670	0.7027
nanopore	9	79	0.9923	0.7869	0.7199
nanopore	9	80	0.9927	0.8080	0.7382
nanopore	9	81	0.9927	0.8308	0.7587
nanopore	9	82	0.9927	0.8549	0.7781
nanopore	9	83	0.9931	0.8807	0.8006
nanopore	9	84	0.9935	0.9087	0.8252
nanopore	9	85	0.9935	0.9385	0.8516
nanopore	9	86	0.9935	0.9716	0.8807
nanopore	9	87	0.9935	1.0079	0.9104
nanopore	9	88	0.9935	1.0484	0.9436
nanopore	9	89	0.9939	1.0945	0.9800
nanopore	9	90	0.9939	1.1475	1.0200
nanopore	9	91	0.9943	1.2079	1.0697
nanopore	9	92	0.9943	1.2783	1.1209
nanopore	9	93	0.9943	1.3654	1.1840
nanopore	9	94	0.9947	1.4750	1.2617
nanopore	9	95	0.9947	1.6178	1.3575
nanopore	9	96	0.9951	1.8227	1.4851
nanopore	9	97	0.9951	2.1209	1.6877
nanopore	9	98	0.9951	2.6576	2.0327
nanopore	9	99	0.9951	3.9442	3.0197
nanopore	10	51	0.7006	0.4190	0.3746
nanopore	10	52	0.7354	0.4277	0.3837
nanopore	10	53	0.7711	0.4365	0.3923
nanopore	10	54	0.8128	0.4455	0.4014
nanopore	10	55	0.8379	0.4546	0.4101
nanopore	10	56	0.8671	0.4638	0.4192
nanopore	10	57	0.8910	0.4733	0.4284
nanopore	10	58	0.9169	0.4829	0.4380
nanopore	10	59	0.9307	0.4927	0.4477
nanopore	10	60	0.9433	0.5027	0.4566
nanopore	10	61	0.9518	0.5129	0.4667
nanopore	10	62	0.9619	0.5232	0.4767
nanopore	10	63	0.9652	0.5340	0.4872
nanopore	10	64	0.9712	0.5450	0.4960
nanopore	10	65	0.9761	0.5562	0.5068
nanopore	10	66	0.9797	0.5679	0.5178
nanopore	10	67	0.9810	0.5797	0.5298
nanopore	10	68	0.9838	0.5920	0.5424
nanopore	10	69	0.9854	0.6047	0.5532
nanopore	10	70	0.9866	0.6179	0.5663
nanopore	10	71	0.9866	0.6316	0.5780
nanopore	10	72	0.9874	0.6458	0.5916
nanopore	10	73	0.9887	0.6606	0.6051
nanopore	10	74	0.9899	0.6761	0.6193
nanopore	10	75	0.9903	0.6922	0.6329
nanopore	10	76	0.9903	0.7090	0.6495
nanopore	10	77	0.9911	0.7268	0.6651
nanopore	10	78	0.9915	0.7454	0.6812
nanopore	10	79	0.9915	0.7653	0.6977
nanopore	10	80	0.9919	0.7864	0.7189
nanopore	10	81	0.9919	0.8092	0.7383
nanopore	10	82	0.9919	0.8333	0.7593
nanopore	10	83	0.9923	0.8591	0.7820
nanopore	10	84	0.9927	0.8871	0.8051
nanopore	10	85	0.9927	0.9169	0.8305
nanopore	10	86	0.9927	0.9500	0.8590
nanopore	10	87	0.9927	0.9863	0.8868
nanopore	10	88	0.9927	1.0268	0.9190
nanopore	10	89	0.9931	1.0730	0.9578
nanopore	10	90	0.9931	1.1259	0.9999
nanopore	10	91	0.9935	1.1863	1.0467
nanopore	10	92	0.9935	1.2568	1.0999
nanopore	10	93	0.9935	1.3438	1.1593
nanopore	10	94	0.9939	1.4534	1.2403
nanopore	10	95	0.9939	1.5962	1.3322
nanopore	10	96	0.9943	1.8012	1.4639
nanopore	10	97	0.9943	2.0993	1.6621
nanopore	10	98	0.9943	2.6360	2.0196
nanopore	10	99	0.9943	3.9226	3.0053
nanopore	11	51	0.7002	0.3995	0.3575
nanopore	11	52	0.7350	0.4081	0.3658
nanopore	11	53	0.7707	0.4169	0.3745
nanopore	11	54	0.8124	0.4259	0.3838
nanopore	11	55	0.8375	0.4350	0.3927
nanopore	11	56	0.8667	0.4442	0.4019
nanopore	11	57	0.8906	0.4537	0.4111
nanopore	11	58	0.9165	0.4633	0.4205
nanopore	11	59	0.9303	0.4731	0.4293
nanopore	11	60	0.9429	0.4831	0.4384
nanopore	11	61	0.9514	0.4933	0.4479
nanopore	11	62	0.9615	0.5037	0.4575
nanopore	11	63	0.9647	0.5144	0.4670
nanopore	11	64	0.9708	0.5254	0.4780
nanopore	11	65	0.9757	0.5366	0.4892
nanopore	11	66	0.9793	0.5483	0.5005
nanopore	11	67	0.9806	0.5601	0.5124
nanopore	11	68	0.9834	0.5724	0.5235
nanopore	11	69	0.9850	0.5851	0.5355
nanopore	11	70	0.9862	0.5983	0.5481
nanopore	11	71	0.9862	0.6120	0.5596
nanopore	11	72	0.9870	0.6262	0.5722
nanopore	11	73	0.9882	0.6410	0.5864
nanopore	11	74	0.9895	0.6566	0.6000
nanopore	11	75	0.9899	0.6726	0.6151
nanopore	11	76	0.9899	0.6895	0.6304
nanopore	11	77	0.9907	0.7072	0.6459
nanopore	11	78	0.9911	0.7259	0.6625
nanopore	11	79	0.9911	0.7457	0.6811
nanopore	11	80	0.9915	0.7668	0.6993
nanopore	11	81	0.9915	0.7896	0.7192
nanopore	11	82	0.9915	0.8138	0.7402
nanopore	11	83	0.9919	0.8395	0.7641
nanopore	11	84	0.9923	0.8675	0.7873
nanopore	11	85	0.9923	0.8974	0.8110
nanopore	11	86	0.9923	0.9304	0.8388
nanopore	11	87	0.9923	0.9667	0.8657
nanopore	11	88	0.9923	1.0072	0.8969
nanopore	11	89	0.9927	1.0534	0.9379
nanopore	11	90	0.9927	1.1063	0.9805
nanopore	11	91	0.9931	1.1667	1.0286
nanopore	11	92	0.9931	1.2372	1.0777
nanopore	11	93	0.9931	1.3242	1.1424
nanopore	11	94	0.9935	1.4338	1.2206
nanopore	11	95	0.9935	1.5766	1.3152
nanopore	11	96	0.9939	1.7816	1.4449
nanopore	11	97	0.9939	2.0797	1.6419
nanopore	11	98	0.9939	2.6164	2.0003
nanopore	11	99	0.9939	3.9030	2.9906
nanopore	12	51	0.6985	0.3812	0.3417
nanopore	12	52	0.7334	0.3898	0.3497
nanopore	12	53	0.7690	0.3986	0.3583
nanopore	12	54	0.8108	0.4076	0.3670
nanopore	12	55	0.8359	0.4168	0.3762
nanopore	12	56	0.8651	0.4259	0.3852
nanopore	12	57	0.8890	0.4354	0.3940
nanopore	12	58	0.9149	0.4450	0.4035
nanopore	12	59	0.9287	0.4548	0.4126
nanopore	12	60	0.9412	0.4648	0.4218
nanopore	12	61	0.9498	0.4750	0.4316
nanopore	12	62	0.9599	0.4854	0.4419
nanopore	12	63	0.9631	0.4961	0.4525
nanopore	12	64	0.9692	0.5071	0.4626
nanopore	12	65	0.9741	0.5183	0.4736
nanopore	12	66	0.9777	0.5300	0.4849
nanopore	12	67	0.9789	0.5419	0.4958
nanopore	12	68	0.9818	0.5542	0.5077
nanopore	12	69	0.9834	0.5669	0.5191
nanopore	12	70	0.9846	0.5800	0.5303
nanopore	12	71	0.9846	0.5937	0.5434
nanopore	12	72	0.9854	0.6079	0.5556
nanopore	12	73	0.9866	0.6228	0.5690
nanopore	12	74	0.9878	0.6383	0.5835
nanopore	12	75	0.9882	0.6543	0.5981
nanopore	12	76	0.9882	0.6712	0.6146
nanopore	12	77	0.9891	0.6889	0.6306
nanopore	12	78	0.9895	0.7076	0.6474
nanopore	12	79	0.9895	0.7274	0.6651
nanopore	12	80	0.9899	0.7485	0.6836
nanopore	12	81	0.9899	0.7714	0.7023
nanopore	12	82	0.9899	0.7955	0.7243
nanopore	12	83	0.9903	0.8213	0.7456
nanopore	12	84	0.9907	0.8492	0.7691
nanopore	12	85	0.9907	0.8791	0.7936
nanopore	12	86	0.9907	0.9121	0.8197
nanopore	12	87	0.9907	0.9484	0.8498
nanopore	12	88	0.9907	0.9889	0.8830
nanopore	12	89	0.9911	1.0351	0.9201
nanopore	12	90	0.9911	1.0880	0.9623
nanopore	12	91	0.9915	1.1485	1.0112
nanopore	12	92	0.9915	1.2189	1.0567
